FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,ecity_nam,x,y
1017,be90f462-74b0-43cd-8a4e-303247ff4852,4431,2/2/2018 12:00:00 AM,adanna.alex, ,Anara,IMSUML03,Isiala Mbano,17009,Imo,IM,GRID,Nigeria Eletricity Power Authoity Nepa,7.16978000044674,5.70305333274518
1018,860bbb47-76e3-42b4-88e7-706673e4b101,4429,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ameka / Ihotor / Amajim,EBSNKE04,Ezza South,11006,Ebonyi,EB,GRID,Ndiaguazu Transformer Junction,8.07050333326225,6.16629666735736
1019,97713fd0-05f6-4c2b-94d1-ec61330bfd7b,4428,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amuzu,EBSNKE07,Ezza South,11006,Ebonyi,EB,GRID,Ogwuekwes Transformer,8.0307716665792,6.15729999979521
1020,094a91de-3f8d-4cbf-b284-6eb381402216,4427,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndibe / Nkpoghoro,EBSAFK30,Afikpo North,11002,Ebonyi,EB,GRID,300 33kva Transformer Ezi Ukwu Amuzu,7.94819666724243,5.87436333310137
1021,c0ea9af3-c7e5-4690-be0f-b0423b309d0d,4535,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ezillo 1,EBSZLL07,Ishielu,11008,Ebonyi,EB,GRID,Oriaja Transformer Umuogudu Akpu,7.93137000012547,6.50251333322382
1022,10245e2f-e16f-4846-8e96-747349f0e09c,4426,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ahwol,PLSJJN02,Jos North,32005,Plateau,PL,GRID,Power Holding Company Of Nigeria Installation Station Bida Bidi Zaria Road,8.84738829993017,9.98782830013602
1023,8d8475c2-0011-4773-8654-9ac5201b6c1a,4425,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Metus Transformer Abakaliki,8.11188166670559,6.33395833311062
1024,55a22c2e-f550-4a55-a439-acac2d177384,4424,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiegu Echara 1,EBSCHR15,Ikwo,11007,Ebonyi,EB,GRID,Ogbenu Nzashi Echara Electricity Transformer Plant,8.24069170006197,6.11326499977997
1025,3428cc07-20d2-402f-8823-7068746be010,4423,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okposhi 2,EBSHKW22,Ohaukwu,11012,Ebonyi,EB,GRID,Azu Agu Transformer,7.94709166664717,6.46251499956765
1026,1e1cbf4e-dd9b-4010-b02b-cf60ed993952,4422,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echiaba,EBSUGB05,Ebonyi,11004,Ebonyi,EB,GRID,Oroke Onuoha Market Transformer,8.0884632999414,6.34865829964087
1027,192fa6bb-d9ba-442a-8b0b-afd9ac9fd3c2,4421,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,GRID,Ndi Ova Transformer,8.13430833306319,6.15210000011496
1028,9ceef7b5-7b3e-4d13-a1be-4de6a19780f1,4420,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndufu Echara,EBSCHR21,Ikwo,11007,Ebonyi,EB,GRID,OnuNwakpu Electricity Substation,8.14158000021689,6.15686333307639
1029,a25d42cd-013e-491b-a8cf-0667f64e5473,4419,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiegu,EBSAKL12,Abakaliki,11001,Ebonyi,EB,GRID,Oshimaka Ibula,8.19188333334921,6.24038666661141
1030,d766011a-4956-485c-9cb7-53aadecb2a2c,4498,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Uwana A and B,EBSAFK36,Afikpo North,11002,Ebonyi,EB,GRID,Unwana Market Transfarmer,7.92987999976225,5.79928499960312
1031,be6fa2b7-4e08-4b8f-9b7f-1750fd299b41,4497,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndemiyi / Nkagbogho,EBSAFK29,Afikpo North,11002,Ebonyi,EB,GRID,Iyogo Transfomer,7.93213166744255,5.7927016672482
1032,e33454e4-2db0-4fc7-8239-739537019130,4495,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Ukwuakpu Transformer,8.09257329971808,6.32768830027487
1033,af5207f3-eb95-465b-afa5-7a956597e5d9,4494,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Nwele Transformer,8.09291170021487,6.32709500043399
1034,1b23f349-d092-42c2-afa7-1705cdae5a79,4493,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Nnorom 1 Transformer,8.08941980897703,6.33575680273429
1035,59a4976f-eb44-4a1b-aba4-51cde475f20f,4492,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Emefo Transformer,8.08832999972975,6.33263999983615
1036,cbdf186b-6b81-4d73-b07d-153ba2cb11c0,4491,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Nnorom 2 Transformer,8.09190442714765,6.33051494860604
1037,4e939bf0-b809-4919-b55e-231eee6a4243,4490,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu B,EBSAFK33,Afikpo North,11002,Ebonyi,EB,GRID,Agboekpe Transformer,7.9382333328021,5.8726333333617
1038,e6bd8c16-015e-406d-8ac3-30a61919de56,4489,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obinagu,EBSSKA14,Ivo,11009,Ebonyi,EB,GRID,Federal College Of Agriculture Transformer,7.55692666683228,5.91847500032105
1039,3cdca7a5-f01d-4899-a5f1-70c0e6531cc2,4488,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndiokoro / Ndiokoro Ukwu,EBSSKA11,Ivo,11009,Ebonyi,EB,GRID,Kwota Hausa Transformer,7.54482669969246,5.86831500023715
1040,bb27597e-a939-428b-9be3-868a035f26b2,4487,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Ngbukobe Transformer 1,8.08658329957967,6.33537669977494
1041,d443e260-d05c-4a32-a700-5342464eee94,4486,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echara,EBSNKE09,Ezza South,11006,Ebonyi,EB,GRID,Amebia Umunwagu Transformer,7.99663666714849,6.13333166702284
1042,8be99148-3ed2-44ce-af8b-f0d1d333ae20,4485,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Echara,EBSNKE09,Ezza South,11006,Ebonyi,EB,GRID,Akpugo Uminwagu Transformer,8.00963166656823,6.13659500005923
1043,774ff508-6aae-4d5e-939f-99d3b9a2f77a,4484,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Emefo 1 Transformer,8.08709000010344,6.33123670041346
1044,ecc90747-5ab2-4d74-bad6-f6f6e7e994bc,4483,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Emefo 2 Transformer,8.08690999989665,6.33117170011394
1045,ec72af32-df0b-4fb5-b1c3-38282f9a78b1,4482,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Emefo Main Transformer,8.08700670039894,6.33142169995153
1046,01d9d07a-0826-41d1-95ab-ad7f0c25890c,4481,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB,GRID,Itapa Azuobo Transformer Site,8.11862166725621,6.31600166694341
1047,45616732-2a9d-4317-9c35-8845741f4b5d,4480,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obinagu,EBSSKA14,Ivo,11009,Ebonyi,EB,GRID,Ndiobasi 2 Road Transformer,7.54042500031358,5.85340830025291
1048,a1bf4905-86d0-4702-8992-05ddd51e02ff,4479,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amuzu,EBSNKE07,Ezza South,11006,Ebonyi,EB,GRID,Amaoleanya Transformer,8.02860500012071,6.16673499962059
1049,d52209c6-8fc4-406c-9217-5d02ac4145b4,4478,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amuzu,EBSBKL02,Izzi,11010,Ebonyi,EB,GRID,Onuebonyi Electricity Installation,8.16332166736112,6.31385666695166
1050,1d7fcd37-70dc-45cd-921d-c980e8574ad9,4477,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu B,EBSAFK33,Afikpo North,11002,Ebonyi,EB,GRID,Amaha Transformer,7.94617333293303,5.87888500024263
1051,a1edf6ae-ca1a-430a-a788-24f80f8a35b1,4476,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Ezeokohu Transformer,8.08478669964654,6.33202829986618
1052,22e9b837-af13-47d9-8bb4-4e28c2432cc1,4475,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,G Hostel Ogwuekwes Transformer,8.08075999957435,6.33403000008451
1053,e9e1f2d1-cfba-434b-93e2-f55597b5b4b1,4474,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Jubail Braos Leister Transformer,8.10584666719001,6.3391616665777
1054,6cae2a65-1258-46a5-a79c-98953700b1cf,4473,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 1,EBSEBJ14,Ezza North,11005,Ebonyi,EB,GRID,Presco Junction Transformer,8.0832916666771,6.32571000041622
1055,84abd230-ef2c-4761-a53b-124982918c56,4472,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mgbom Okposi / Obioha,EBSBZR08,Ohaozara,11011,Ebonyi,EB,GRID,Isienyi Transformer,7.83300500018066,6.02792333329523
1056,3ff84abd-7f21-41f0-bb45-8e19cd2f6104,4470,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ebia,EBSAKL10,Abakaliki,11001,Ebonyi,EB,GRID,Oriuzor Uduruku Amegu Transformer,8.09249833313163,6.21082833326102
1057,2c8b71bf-9987-489c-aa92-766ea5d3dee2,4469,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu B,EBSAFK33,Afikpo North,11002,Ebonyi,EB,GRID,Amaha Junction Transformer,7.94354999973274,5.88087000005049
1058,f201253c-f5a3-4ba9-a7f2-4b96f51f4818,4468,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Edda Ndiebor,EBSAKL11,Abakaliki,11001,Ebonyi,EB,GRID,Ishiagu Substation,8.13653000025937,6.19343999995607
1059,c63baa32-335e-4e75-af06-9dff6ac30c38,4467,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Unnamedtransformer,8.09698000022689,6.32358999977873
1060,1dc8969b-f2f2-44fd-9af3-5de586775632,4466,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyibichiri 1 / Ukpachacha / Oguzoronweya,EBSUGB09,Ebonyi,11004,Ebonyi,EB,GRID,Nwofe Street Light Transformer,8.16710666743882,6.5099733328031
1061,3ef98ea0-cb43-4249-8c50-b5d6af557435,4465,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikwuator,EBSNKE14,Ezza South,11006,Ebonyi,EB,GRID,Omege Umunwagu Azuebonyi Transformer,7.92077499986641,6.11573999970125
1062,1a088624-2c91-49df-ac33-0c7aaeee2670,4464,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu B,EBSAFK33,Afikpo North,11002,Ebonyi,EB,GRID,Amaizu Electric Pole,7.94219500019915,5.88029833340141
1063,521bc38e-8b62-4853-99f6-40fb4a59fc50,4463,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu A,EBSAFK32,Afikpo North,11002,Ebonyi,EB,GRID,Ngodo Amachi Road Transformer 1,7.93808500042246,5.89029166742654
1064,62ad97f9-6490-4223-82c7-0fdfb929dd2a,4462,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu A,EBSAFK32,Afikpo North,11002,Ebonyi,EB,GRID,Ezin Nnali Transformer,7.9386233328006,5.8910316673776
1065,55410e88-d285-46b5-9f64-edc76aeaf2aa,4461,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ohaisu B,EBSAFK33,Afikpo North,11002,Ebonyi,EB,GRID,Ndibe Transformer 1,7.94326833296725,5.87500999961185
1066,22c1b07d-0175-4bcf-9649-921d7384b88b,4460,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Itim Afikpo / Mgbom / Kpoghirikpo / Enohia,EBSAFK27,Afikpo North,11002,Ebonyi,EB,GRID,Agboebortransformer,7.93240333284757,5.88493166666314
1067,f90dc6ce-33a6-4e36-87b9-6765dcbce5ae,4459,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 2,EBSEBJ15,Ezza North,11005,Ebonyi,EB,GRID,Gamgbo Orude Generator,8.02547499967153,6.33321666671583
1068,394c1157-9cc2-4b6c-a7f0-1cc0fa4a4383,4820,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Obinagu,EBSSKA14,Ivo,11009,Ebonyi,EB,GRID,Obinagu Roadtransformer,7.54342166727616,5.86545166676103
1069,2e214c4a-3e7b-4483-80c0-9a12506b30f5,4538,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyigba / Amagu Armyland,EBSAKL13,Abakaliki,11001,Ebonyi,EB,GRID,Ezza South Local Government Area Transformer 2,8.04333500040997,6.17761329981397
1070,dd785663-436f-47d0-ba1b-d8360867f14c,4537,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyigba / Amagu Armyland,EBSAKL13,Abakaliki,11001,Ebonyi,EB,GRID,Ezza South Local Government Area Transformer 1,8.04175000016244,6.17635669960208
1071,16db43ea-895b-4560-bd97-a6935f0d3140,4536,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Enyigba / Amagu Armyland,EBSAKL13,Abakaliki,11001,Ebonyi,EB,GRID,Onueke Housing Estate Electricity Substation,8.04295166708579,6.17484833328399
1072,227fb2e9-9869-436a-9043-c006f1276067,4534,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,Nkaliki Road Transformer,8.08889999993511,6.29861500008224
1073,7ac31f9f-6f22-4373-aa3d-9f4ec3546796,4533,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Ezza Road Tranformer,8.08993333265721,6.32565499967853
1074,72091203-6a02-45ae-9c64-089302665da4,4532,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okpaugwu,EBSAKL17,Abakaliki,11001,Ebonyi,EB,GRID,Ukwansi Street Transformer 1,8.12005180604604,6.325931941406
1075,1e08bee6-a0e4-4747-ac36-6ec66e54c8ed,4531,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okpaugwu,EBSAKL17,Abakaliki,11001,Ebonyi,EB,GRID,Ukwansi Street Transformer 2,8.12044999976774,6.32582333298046
1076,40ae7e8b-c042-4f26-80dd-e50cdc0fcfc6,4530,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Eedc Transformer,8.0893400004407,6.33562333255082
1077,f72a50a8-76e0-4c84-b342-497fff02fe5f,4529,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Unnamed Transformer 2,8.09534666681526,6.32362166670663
1078,8af28e24-3cc1-42f8-bbc7-47a45c8c7373,4528,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbuhu,EBSBKL07,Izzi,11010,Ebonyi,EB,GRID,Oshopo Transformer,8.18119833343638,6.35618666658144
1079,f816e67f-1292-4b8d-8339-cc67e093c7fa,4527,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amagu / Ihie / Akanu / Amanta,EBSSKA04,Ivo,11009,Ebonyi,EB,GRID,Unnamed Transformer,7.56164666686021,5.96070499983591
1080,0259445f-1b1f-4370-9a25-9f0e63424880,4526,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB,GRID,Hossana Transformer,8.11181666730539,6.3186599999591
1081,c60877ad-7178-498c-b699-7f9013f86b37,4525,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ntezi 2,EBSZLL20,Ishielu,11008,Ebonyi,EB,GRID,Nwankwoalom Junction Transformer Ohage Ntezi,7.87933666725343,6.4128416667096
1082,0f3cf1e5-3144-4d14-818d-37496227691e,4524,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB,GRID,Afikpo Street Transformer 1,8.11560333292755,6.31851666691068
1083,8cc09289-0dc9-49c9-bd51-ccc9f2ca46f2,4523,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB,GRID,Gunning Road Transformer 2,8.11291000009646,6.32319666689273
1084,9baca8dd-c86e-48e1-a897-737727e0a526,4522,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Ace Garment Care Transformer,8.1055216665917,6.33636666718797
1085,0e6d2d3c-d97c-45f4-866d-1d416800e8b2,4521,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Uga Transformer,8.11394833304917,6.33306499965005
1086,17122ccd-8fe2-4353-a784-100ef0a2c948,4520,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Timber Shade,EBSAKL20,Abakaliki,11001,Ebonyi,EB,GRID,Afikpo Abakaliki Express Way Transformer 2,8.10267999958234,6.30927666708459
1087,0126f32c-ccd9-46dc-8941-442fdb8b0936,4519,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB,GRID,Jemeni Street Transformer,8.11826000039872,6.32185666715151
1088,3d7270a4-9e9b-4bc4-a258-5808f674d7fb,4518,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Afikpo Abakaliki Express Way Transformer 3,8.1040350000153,6.31188000026185
1089,e766c9a2-c371-4417-bc89-47c757e14737,4517,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB,GRID,Gunning Road Transformer 3,8.11416833330196,6.32197499994635
1090,75bafb63-2c28-4f0c-a9a7-96a08ac0589c,4516,2/2/2018 12:00:00 AM,racheal.olarewaju, ,New Layout,EBSUGB16,Ebonyi,11004,Ebonyi,EB,GRID,Watchman Transformer,8.11479333334569,6.33321833315961
1091,87fda91b-b22d-4951-b0b4-4dd12f3acd28,4515,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogwor,EBSSKA15,Ivo,11009,Ebonyi,EB,GRID,Ndiuze Electricity Power Substation,7.55926000014892,5.94531999991813
1092,f52b01e9-9a23-4c56-812c-f453e09def07,4514,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Government House Transformer,8.10544833317408,6.32607500016115
1093,2afb202b-005c-40f5-8f59-b9bfbd0e0a03,4513,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Cabinet Office Transformer,8.10519500044899,6.32809833267197
1094,03c60045-d0e0-47a2-9edb-2d3bc805c837,4512,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Presco Transformer,8.09069499997435,6.33754833318909
1095,7d95b211-be11-47d8-b58c-b4ea9f55f992,4511,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSUGB01,Ebonyi,11004,Ebonyi,EB,GRID,Ebonyi Hotels Transformer,8.10869833286182,6.32508999970378
1096,e3490fe7-ebaf-48f5-afdd-39fe52a81c06,4509,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Ezza Road Eco Bank Transformer,8.08892833307618,6.32542833275141
1097,c72a66d9-6e57-4b47-a01a-199c5b0a0132,4508,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Obinna Ogba Transformar 2,8.10245333265522,6.31748166684548
1098,8a674b9a-31b7-48a6-81a5-adfb26f93dd4,4507,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Obinna Ogbatransformar,8.10134666741482,6.32107499981146
1099,ebb5e23a-26d9-43f2-b56c-0f26c35c5038,4504,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSUGB01,Ebonyi,11004,Ebonyi,EB,GRID,Firs Transformer,8.10893833313759,6.32401499959258
1100,5f28c4b5-460b-4c51-b3c1-6b644141ccfe,4503,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onuenyim,EBSUGB19,Ebonyi,11004,Ebonyi,EB,GRID,Police Transformar,8.1061016672582,6.32802500015367
1101,eba9358a-e490-4b47-a442-20497e638227,4502,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iboko,EBSBKL06,Izzi,11010,Ebonyi,EB,GRID,Ndioffia Transformer,8.23513499958062,6.40770333264271
1102,04f47e0e-6310-450c-a8b9-f55acb1c74d8,4501,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iboko,EBSBKL06,Izzi,11010,Ebonyi,EB,GRID,Izicha Transformer,8.26803000028434,6.4201633325718
1103,8dfb1964-4020-4e53-9887-4dab70405150,4499,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Amonye / Ihietutu,EBSSKA05,Ivo,11009,Ebonyi,EB,GRID,Amebor Amonye Transformer,7.55765333343464,5.94937166696889
1104,39572b41-90e0-45af-a061-5e4c15cd590b,4561,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abakpa,EBSAKL01,Abakaliki,11001,Ebonyi,EB,GRID,Abacha Transformer Station Abakpa,8.11289666674782,6.32323000026435
1105,83ef27cf-c4e7-4090-bdc7-f6ff33aa8014,4560,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iyiudene,EBSAKL14,Abakaliki,11001,Ebonyi,EB,GRID,Site Transformer,8.13358833313509,6.31743666656894
1106,0eaebe35-20c5-4942-91d0-948c691cf779,4559,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Christ Embassy Transformer Abakaliki,8.0923216667116,6.33883000020438
1107,bea5ee7d-44d1-49ab-8209-224c42329e46,4558,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Transformer Ejiofor Street,8.1144849998829,6.33212333302544
1108,ecfde4c6-e1ce-4348-b0eb-2c482b12c90a,4557,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Ejiofor Street Transformer,8.11555999999405,6.32991500007722
1109,1fa20909-b8ad-4283-8a0c-8e5fede12741,4556,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mgbom Okposi / Obioha,EBSBZR08,Ohaozara,11011,Ebonyi,EB,GRID,Onuokpuogba Substation,7.83292166720122,6.02806833278737
1110,7878655b-6eb7-4b71-86fd-bff4d00ef153,4555,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Nwiboko Avenue Power Station Amike Aba Abakaliki,8.10229166692693,6.3463716672187
1111,4d87d51a-a056-4aed-98f7-fc2ed3edc55b,4554,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 1,EBSEBJ14,Ezza North,11005,Ebonyi,EB,GRID,Mgbabor University Transformer Abakaliki,8.08061333273918,6.32388833278037
1112,650a16f3-2ce1-410e-9f5a-5d28a85a8763,4553,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Azuiyiokwu,EBSAKL08,Abakaliki,11001,Ebonyi,EB,GRID,Frank Okoroafor Avenue Transformer,8.08251666691069,6.31898499965803
1113,75340ac2-2f84-4974-87db-00a69f824638,4552,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 1,EBSEBJ14,Ezza North,11005,Ebonyi,EB,GRID,University Transformer 2 Abakaliki,8.07843000004453,6.32495166688597
1114,6cb07f50-a29e-4183-a9e7-22f1348d3abc,4551,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Azuiyiokwu,EBSAKL08,Abakaliki,11001,Ebonyi,EB,GRID,Transformer,8.07801833267996,6.3175883327354
1115,0ef0c80f-39a3-44e9-9905-a78d67dbaa6f,4550,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Nnorom Transformer,8.08939166739157,6.33559999964029
1116,ca06f2ab-c215-4d01-a52b-969886ba887b,4549,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Nnorom Street Transformer 2,8.09168833265051,6.33041833263997
1117,bde05268-281e-4556-995c-f126a402fbb7,4548,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Iteziaba Public Transformer,8.08900500028057,6.32747669969001
1118,f58a367f-7a38-4607-9033-a328e52390fc,4547,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Udude Electricity Substation,8.09269333313085,6.32770833267347
1119,12a299ce-fb3d-42ba-964a-566464527e34,4546,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Isiokoro Lane Transformer,8.08163500035505,6.32984999977771
1120,bf32610a-1f99-4dda-8952-b99f3cb166ae,4545,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Gang Isolator Seitch Ogwuekwes Transformer,8.11441666669589,6.33235333284011
1121,e23c240a-2828-4b1c-81dc-9e3e28277a35,4544,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,GRID,Adswitch Transfomer,8.11542166717624,6.32999666661294
