FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,fctry_st_s,source,fctry_st_n,x,y
6671,d78bd1c4-e96b-4c8b-a001-e56cd83a4d99,28344,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Rehoboth Block And Concrete Industry,3.86287499978147,7.48141500040202
6672,98372772-f987-451c-a7f8-247985f5cc1b,28343,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Omo Alubarika Block Industry,3.86337333301293,7.48246000002905
6673,200b7a9f-19d4-43f9-8d0b-d62c44169b7a,28342,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Awa Block Industry,3.75676170009245,7.38832499999882
6674,68ccb6ea-58bf-44c5-8ec6-5e76c35836bc,28341,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Alhaji M Fijabi,3.87432499989887,7.47149333335068
6675,2d378eb1-fc8d-40e7-8bbd-e7d7b2dd2d70,28340,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Baba Ewee Block Industry,3.87484097603027,7.4716018761257
6676,0147ea74-04ba-41df-b725-eda052af3037,28339,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,UnUsed Poor,GRID,Iya Ewee Block Industry,3.87479499998932,7.47193333295701
6677,bcb2b94b-1e03-4fcf-91a4-1018549d5a93,28338,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,UnUsed Poor,GRID,Mama G Industry,3.87546666675331,7.47273000008948
6678,35ab5024-6e9a-4b0d-8816-0cc8a0ff7938,28337,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,UnUsed Poor,GRID,Titilope Block Industry,3.87574333328826,7.47304333288355
6679,7fc10d6e-fd72-4ad1-83c5-bfa7d15c6907,28336,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,UnUsed Poor,GRID,Courage Block Industry,3.87611499970751,7.47339500017915
6680,31bc3ddc-4727-4fb4-a91e-4666df825bb8,27651,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Awala 1,OSSISO04,Isokan,30022,Osun,OS,In Use,GRID,Mowo Oba,4.21995333268023,7.23237666664988
6681,2f45fe46-4cd4-406b-a765-ef039d931d49,28335,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Ohunolorun,3.86977166672909,7.46751666706058
6682,07a98ed1-6b6b-46c9-ae7d-dd1be898449f,28334,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Divine Favour Block Industry,3.84373805077047,7.47219798724734
6683,a13e5fd2-a212-4a53-a309-6e664842ab48,28333,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Akinpelu Block Industry,3.75048499968301,7.40044000020589
6684,c9995b38-d3e9-4060-a308-e2cde020c4fa,28332,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Abolade Concrete Block Industry,3.85258500009775,7.47666333344614
6685,e11da8ff-2c67-4e2c-be61-a2568f043255,28331,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Owo Eye Block Industry,3.8538266670671,7.47647166723368
6686,03c76949-dc55-494e-859b-c2f5d4226b70,28330,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,New Block Industry,3.85038666671136,7.45662000001306
6687,23bdcaf9-3d58-48c8-85af-af383eddac06,28329,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Alaanu Loluwa Block Industry,3.84982000029282,7.45744999961784
6688,548acd60-10ed-4c2b-8d04-721fa30ec7c3,28328,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Owoyemi Block Industry,3.8504299996448,7.458151666866
6689,db1a3210-cd6d-4467-8e15-397ffec34e61,28327,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Muslola Atanda Nigeria Limited,3.8482916672267,7.4778166672055
6690,ce9cd5c6-efdc-42a7-821a-d5509c298555,28326,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Mr Majablock Industry,3.84855166662618,7.47773499977046
6691,3cbc2875-616f-4e51-9eee-699100d16844,28325,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Oloruntobi Block Industry,3.84669500007425,7.47815000002254
6692,b260b245-d418-4c0f-9637-9dc04f720e21,28324,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,In Use,GRID,Progress Block Industry,3.84295000004249,7.47797333270319
6693,c305255c-b9b5-4304-be66-e5a1266fd9f8,28323,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ayegun,OYSOYE02,Oluyole,31025,Oyo,OY,In Use,GRID,Allahu Akbar Block Industry Okulu,3.94015333310989,7.29424333336317
6694,220f778d-f028-44ff-8693-f06e59f5e7c0,28322,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ayegun,OYSOYE02,Oluyole,31025,Oyo,OY,UnUsed Good,GRID,Ti Olohun Gbogbo Nkan Blocks ind Arogo,3.93396500008475,7.29635333264025
6695,8b429f15-6f7d-4e26-88dd-4ea3eac37239,28321,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilora 3,OYSAFO08,Afijio,31001,Oyo,OY,In Use,GRID,Omonije Factory,3.8597149997475,7.73489833319155
6696,142ddf14-8d92-422b-80e9-befd663435a2,28320,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilora 3,OYSAFO08,Afijio,31001,Oyo,OY,In Use,GRID,Aba Pastor Factory,3.85726833296724,7.7261516672657
6697,50fd8f69-fe65-4a05-adec-aef320f2e986,28319,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilora 3,OYSAFO08,Afijio,31001,Oyo,OY,In Use,GRID,Ogungbe Factory,3.85653000035927,7.72582333288057
6698,624ac4fe-7bd7-4248-b1b6-bde91c381d26,28318,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Glory Tower Block Industry,3.99558499984789,7.31714166715426
6699,6dacf46c-6853-4f4e-bc32-66ade764febf,28317,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,UnUsed Good,GRID,Awoka Block Industry Larodo,3.98724495429127,7.321817041923
6700,38b593cb-0298-41f5-89fb-6439623c2786,28316,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Allahu Nuru Block Industry,3.98738799955657,7.32210839978285
6701,59a7a7b8-0846-49f3-9767-e22f866c5f44,28315,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Olasunkanmi Block Industry Larodo,3.9879077006799,7.32177343379698
6702,bf30434e-5ba6-470d-8e25-99b63483b3d2,28314,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Ayoka Block Industry Larodo,3.98890050005809,7.32119199961113
6703,1a1a8b3a-a98f-4067-bfbd-1d76ea8cf415,28313,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,O Akanbi Concrete Block Industry Larodo,3.98990549963912,7.3206729001343
6704,3b7a387c-4294-465a-8b25-37fbf0e8b0ab,28312,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Monyashahu Concrete And Block Industry,3.9903103105724,7.32096473733282
6705,f49de251-2be3-4e11-ac0d-526d3ef96c8f,28311,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Omo Esho Block Industry,3.9905154000657,7.32034140013553
6706,c09edba7-2b07-4c45-a5c1-9568e0e5994d,28310,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Tioluwani Block Industry Omo Esho,3.99071640034163,7.32014249977658
6707,252283c9-ef18-4e26-96e6-7d0063fba5ce,28309,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Anuoluwa Block Industry Omo Esho,3.99134119983654,7.31963630017515
6708,02f71ddc-64c3-412b-b481-3b4425391b6d,28308,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Anu Oluwa Block Industry,3.99181860044808,7.31908499957314
6709,061e00a3-e686-4f48-b4ed-af9ee43302af,28307,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Adetutu Block Industry Idi Ose,3.99214510021625,7.31883509956026
6710,a756af79-3015-46b4-b8d6-14265f3b73ec,28306,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,K Ola Iya Block Industry,3.99262430037123,7.31852070017021
6711,46ad5d58-13a9-49e7-89ae-5cac275d7282,28305,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ose,OYSONA08,Ona Ara,31026,Oyo,OY,In Use,GRID,Gods Power Block Industry,3.99450079967221,7.31754160016476
6712,2054c351-6d3f-42ac-b7d5-56d7c33760f0,28304,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asipa 3,OYSATA09,Atiba,31003,Oyo,OY,In Use,GRID,Gaa Kososi Cassava Factory,3.85597499994634,8.06246999969079
6713,73d0bab0-04ae-45e9-add7-30803172685f,28303,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asipa 3,OYSATA09,Atiba,31003,Oyo,OY,In Use,GRID,Gaa Adaralode Cassava Factory,3.84760166688346,8.07094833309912
6714,2929ef1a-a2f0-443c-bad6-377d7f95aff2,28302,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asipa 3,OYSATA09,Atiba,31003,Oyo,OY,In Use,GRID,Arinkinkin Garri Processing Factory,3.88926669969845,8.02052330011026
6715,0d5c2f8a-a0b2-413f-b6b9-f346a54377d5,28301,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muslim,OYSOYE07,Oluyole,31025,Oyo,OY,UnUsed Poor,GRID,Akiyemi Concrete Block Industry,3.94909833282185,7.32597833273394
6716,8e5c3f95-adf5-476d-be13-7024fda95e2b,28300,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muslim,OYSOYE07,Oluyole,31025,Oyo,OY,In Use,GRID,D asolagbade Block Industry,3.9463366668038,7.32325833320556
6717,c454a751-1723-4a08-9494-1e18a145cd68,28299,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muslim,OYSOYE07,Oluyole,31025,Oyo,OY,UnUsed Good,GRID,Twins Block Industry,3.94452333318532,7.32293499995035
6718,7f0165db-ef47-4b6d-92e9-16f8fb77d261,28298,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muslim,OYSOYE07,Oluyole,31025,Oyo,OY,UnUsed Poor,GRID,Abandoned Block Industry,3.9448399997662,7.32292500038852
6719,3eddc340-aeda-497c-9454-9e3e67f17ae1,28621,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abanla,OYSOYE01,Oluyole,31025,Oyo,OY,UnUsed Poor,GRID,Abanla Poultry,3.833871666844,7.22714500004179
6720,0538bf22-7345-4c43-9dad-633cc8fcec4c,28620,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abanla,OYSOYE01,Oluyole,31025,Oyo,OY,In Use,GRID,Zartech Limited,3.83198333336418,7.20732833263651
6721,2cd7ca79-d8a3-43db-a789-8756210cb1dc,28619,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,In Use,GRID,Adams Professional Metal And Steel Construction,3.91471390012646,7.50060579991776
6722,9a350f48-27d7-4d6f-86a7-da87153176fc,28618,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,In Use,GRID,Ayinde Metal Construction,3.91554849976347,7.50107549963462
6723,237eb5ac-9e09-4cdc-956c-50fb190f6633,28617,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isalu 2,OYSISN07,Iseyin,31016,Oyo,OY,In Use,GRID,Baba Pupa Cassava Plaintion Factory,3.73769833271194,8.21237166661916
6724,137a383e-dd11-424a-8dd7-87b1eb5ae442,28616,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isalu 2,OYSISN07,Iseyin,31016,Oyo,OY,In Use,GRID,Cassava Plantation Site,3.73623166705784,8.22015999968431
6725,e91b598e-fc8b-416b-a980-2995cc8ce423,28615,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,In Use,GRID,FSSB Concrete Work,3.91099666666287,7.51862833333098
6726,b37dbfd6-d617-4f8c-8c56-dc7bf84c42d9,28614,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,UnUsed Good,GRID,Funduk,3.91216333287156,7.51770833317306
6727,4ac41931-48bf-4b2b-804a-458324eb0cd5,28613,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agunpopo 2,OYSATA04,Atiba,31003,Oyo,OY,In Use,GRID,Apata Oku Gari Factory,4.02434000029081,7.9886583334154
6728,4b7e68b1-8773-435f-b234-a15a35aee540,28612,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agunpopo 2,OYSATA04,Atiba,31003,Oyo,OY,In Use,GRID,Elemu Gari Factory,4.0156400001859,7.99740333289753
6729,b4fec763-f67d-4f8a-a91c-910bb4b28e26,28611,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akinwumi,OYSISN02,Iseyin,31016,Oyo,OY,In Use,GRID,Allahu Had Garri Factory,3.53048999981371,7.76440166670358
6730,b9c86957-e4df-4740-ba5a-9a38fd231a04,28610,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akinwumi,OYSISN02,Iseyin,31016,Oyo,OY,In Use,GRID,Aba Panu Garri Factory,3.53089666694768,7.76385500030807
6731,32051e94-dde1-4a05-8b1a-b2499a0c249c,28609,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akinwumi,OYSISN02,Iseyin,31016,Oyo,OY,In Use,GRID,Oreofe Garri Factory,3.53195833281086,7.76417833266396
6732,9be09099-9a6b-44cc-97d2-6f42ee1ecd64,27707,2/2/2018 12:00:00 AM,adanna.alex, ,Naze,IMSRRT10,Owerri North,17025,Imo,IM,In Use,GRID,Aba Road Block Industry,7.07241793074297,5.44098755742988
6733,ebe7bf2e-3f69-4b9d-a2b5-183ffec033b7,27706,2/2/2018 12:00:00 AM,adanna.alex, ,Umulolo,IMSKGE14,Okigwe,17019,Imo,IM,In Use,GRID,Oil Mill,7.37421339243417,5.87890741944193
6734,b5056562-e94d-4b93-b52d-90a47735811d,27705,2/2/2018 12:00:00 AM,adanna.alex, ,Osina 1 and 2,IMSURU10,Ideato North,17005,Imo,IM,In Use,GRID,Ume Oil Mill Osina,7.09399836293414,5.88693997959643
6735,a3a41b77-d7fa-46e6-963d-78abe62144e7,28608,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iseke,OYSOWT04,Oyo West,31030,Oyo,OY,In Use,GRID,Animal Boost Service,3.91471166710977,7.83578000044673
6736,c9c3b984-66e8-4d8e-9921-b1767ddcf95f,28607,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agunpopo 2,OYSATA04,Atiba,31003,Oyo,OY,In Use,GRID,Garri Industrie,4.0513466674148,7.95238499976796
6737,f65a9c53-49c4-47e0-a6e7-1f0dd836192e,28606,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agunpopo 2,OYSATA04,Atiba,31003,Oyo,OY,In Use,GRID,Garri Industries,4.05732833263647,7.95537500005628
6738,cfdf23bc-d24e-4c0d-9509-d915ee30cc5c,28605,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ahorodada,OYSOIE02,Ori Ire,31028,Oyo,OY,In Use,GRID,Gari Manufacturing Industry,4.07281500001227,8.05782999975474
6739,2c207e4c-6755-408a-8551-543804d3d8a4,28604,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oolo,OYSOIE09,Ori Ire,31028,Oyo,OY,UnUsed Good,GRID,Aba Oba Garri Factory,4.12068666705608,8.07413333338667
6740,ccb08b5e-0909-4ab0-b61a-c95a1459b98c,28603,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ahorodada,OYSOIE02,Ori Ire,31028,Oyo,OY,In Use,GRID,Moya Ayetoro Garri Processing Industry,4.10560666681425,8.04881000018139
6741,05907a08-d1e3-4e5d-b5c5-88d8d6c0b6e6,28602,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbedu,OYSONA06,Ona Ara,31026,Oyo,OY,In Use,GRID,Palm Oil Factory,4.06111500005727,7.21667666659494
6742,a50cd315-0c5e-4da3-a8bb-c9dd1ba4385a,28601,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ahorodada,OYSOIE02,Ori Ire,31028,Oyo,OY,In Use,GRID,Gari Industry,4.04645329968008,8.06890170005346
6743,bd352f5a-6517-404f-b86b-50474c88c335,28600,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ahorodada,OYSOIE02,Ori Ire,31028,Oyo,OY,In Use,GRID,Gari Processing Industry,4.05595500042295,8.07590666695916
6744,18384dff-0522-4c47-b203-eaeb46ab0bf7,28599,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Ago No Block And Concrete Industry,3.80469500037401,7.36362999972476
6745,b25b385f-b8dc-4d56-a42f-3281760d87a6,28598,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Tiwayato Concrete Block,3.80402500005374,7.36373500007022
6746,caedb293-761f-498e-ab58-3792aa2b3451,28597,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Unity Feed Mills,3.81211833279485,7.39496833332197
6747,9ef76761-6dae-44c1-b8c5-750343b35e52,28596,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Osegere,OYSEGA09,Egbeda,31005,Oyo,OY,UnUsed Poor,GRID,Kinssimee Nigeria Limited,4.0749050001657,7.36641499955266
6748,537764d5-1d8f-4a35-b41f-70a5316cbfa5,28595,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Osegere,OYSEGA09,Egbeda,31005,Oyo,OY,In Use,GRID,Dupe The Block Industry,4.0735716670988,7.35994666710508
6749,ad818102-ae11-4689-8975-310fbf510fa6,28594,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Osegere,OYSEGA09,Egbeda,31005,Oyo,OY,In Use,GRID,Benfem Limited Company,4.07317833331348,7.36753833282785
6750,4f6befe9-4533-446e-a8bd-c4df3e64a02e,28593,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oolo,OYSOIE09,Ori Ire,31028,Oyo,OY,In Use,GRID,Aba Oba Garri Factory 2,4.11933500040999,8.07435833297075
6751,57f2ba7e-7e4e-4e76-b0b4-bfbc781b1d18,28297,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asipa 3,OYSATA09,Atiba,31003,Oyo,OY,In Use,GRID,Bale Agbe Garri Factory,3.90659833344637,8.06953833282785
6752,b28bff10-b1df-44cf-8e36-b71fdddf9855,28296,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asipa 3,OYSATA09,Atiba,31003,Oyo,OY,In Use,GRID,Areago Garri Factory,3.87714666688521,8.04464333322329
6753,84bc32fe-91ac-4c63-b6fd-c78a61f146e7,28295,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Asipa 3,OYSATA09,Atiba,31003,Oyo,OY,In Use,GRID,Onbon Gari Processing Factory,3.89235333303992,8.06475499984344
6754,270317f5-2d8d-41cd-9e3b-5fc6fd7f6688,28294,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbekuba,OYSIDO05,Ido,31014,Oyo,OY,In Use,GRID,Olanrewaju Block Industry,3.8112545456608,7.43569071655338
6755,c0158faf-f187-4735-af69-be3509567652,28293,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbekuba,OYSIDO05,Ido,31014,Oyo,OY,In Use,GRID,Ambat Block Industry,3.80199833285684,7.43884000026583
6756,9f319bd4-c298-419c-a510-776a07084760,28292,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbekuba,OYSIDO05,Ido,31014,Oyo,OY,In Use,GRID,Nifemi Block Industry,3.81080666169811,7.43581883217342
6757,19fa6552-515e-4a99-925b-8a75fd2bc428,28291,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbekuba,OYSIDO05,Ido,31014,Oyo,OY,In Use,GRID,Eni Age Lamo Block Industry,3.80274833326899,7.4387133325543
6758,98501d7a-a4b2-4068-860e-ce8991ecb86c,28290,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbekuba,OYSIDO05,Ido,31014,Oyo,OY,In Use,GRID,Anwo Block Industry,3.80971499984742,7.43572000027785
6759,1f11384d-085a-4d62-91f0-bfed3a2d41c7,28289,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbekuba,OYSIDO05,Ido,31014,Oyo,OY,In Use,GRID,Block Industry Mcdeviv Venture,3.80942499996382,7.43584999997756
6760,ca1dfe9f-1c96-4707-9c24-552fe74e7c72,28288,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Trinity Block Industry,3.79028333310936,7.36181833344938
6761,a0314465-8972-4278-8935-1b544f2ca121,28287,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,UnUsed Poor,GRID,OKF Block Industry,3.79103666730839,7.36365666732138
6762,af9dc7d4-99cf-464c-ad4e-25595e554390,28286,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,UnUsed Poor,GRID,Jolaya Block Industry,3.79156500012471,7.36441833283982
6763,9a46bc39-d647-493a-84a9-439abefc652c,28285,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Omo Akinlagun Block Industry,3.79329499986437,7.36496666657843
6764,61f3e1ab-6fac-47d8-8c16-406c1a856618,28284,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Solid Rock Concrete Industry,3.79404166738908,7.36489499960459
6765,6b0c89ce-a84b-46ca-a88b-8b798620eb06,28283,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,UnUsed Poor,GRID,Olumo Concrete Works,3.7947366670636,7.36490333272269
6766,16e10d75-cee4-45ff-8b06-53734a704cf3,28282,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Jayeola Block Industry,3.79179499993933,7.36682166668663
6767,d4f3aede-8107-4ed0-8435-5f03a3c017f1,28281,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Block Industry Asabari Apata Olosun,3.77974666737487,7.36452666697215
6768,38283147-54ce-4438-9ff9-664a4ef18e1b,28280,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Sumbat Block Industry Asabari Apata,3.77962833278139,7.36401000016144
6769,6bb42410-ebe4-4724-8859-a1ad7253b32d,28279,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Strong and Mighty Block Industry,3.77970833287333,7.36081333296897
6770,81496eb9-b0f5-4d15-9b49-44a4d6b30fbb,28278,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,DK Concrete Block Industry,3.77731833327454,7.36204999970778
6771,05afd631-8004-4254-8c19-f4462c26c61c,28277,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Ibunkun Olu Block Industry Alenibare Street Olosun Apata Ibadan,3.77870666707906,7.35797666708959
6772,b6bc6dbf-ed53-4696-8998-d78ccd6dc497,28276,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Block Industry Alenibare Street,3.77835166689596,7.35781666690571
6773,c40c29ef-16e2-4447-9ff6-3be0a171a6e2,28275,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Kunfayakun Block Industry Alenibare Street,3.77537666729938,7.35686833270745
6774,a7034d32-6da1-4e03-b2df-f543b56422a8,28274,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Toyin Block Industry,3.77207833264896,7.35621666686575
6775,ec0d414e-85c3-4b7d-b6cd-ed8b1bb1c9ec,28273,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Olajiwa Block Industry,3.75697666683976,7.39567833278886
6776,0225d243-67f7-495b-ac0a-51a35e427ae6,28272,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Road Side Block Industry,3.76702330008527,7.3946850001127
6777,a0d99a81-35c2-4785-8c73-890e537a62d5,28271,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Richy Block Industry,3.76792330022016,7.39950329963762
6778,ee2d23f3-7e64-4e8c-95b0-cd5b49ef5460,28270,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,In Use,GRID,Eniola Blocks,3.76892829980125,7.40015499965358
