FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,fctry_st_s,source,fctry_st_n,x,y
2022,b67a25e4-6583-4738-af04-c0d603ca4443,33683,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Porogun 2,OGSIUE11,Ijebu Ode,28011,Ogun,OG,In Use,GRID,Goodness Ice Block Industry,3.89931166739956,6.83750333281262
2023,897ed24d-5990-4c38-abb0-ffaba40dc4dc,33682,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode 2,OGSYES09,Yewa South,28005,Ogun,OG,In Use,GRID,Dansia Building Contractor,2.99511666730041,6.70710333315236
2024,4d01e62d-8597-446b-a370-c4681b05244a,33681,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owode 2,OGSYES09,Yewa South,28005,Ogun,OG,In Use,GRID,Onikoyi Eso Bakery,2.99760999990161,6.70677499966655
2025,9e20199c-43e1-40a4-8ba9-2684adbe906f,27821,2/2/2018 12:00:00 AM,adanna.alex, ,Akpulu,IMSURU01,Ideato North,17005,Imo,IM,In Use,GRID,Chigobest Solid Block Industry,7.06998493995309,5.92112235261453
2026,0e829bd2-e382-4d14-8114-e9bf6cc26b71,27820,2/2/2018 12:00:00 AM,adanna.alex, ,Egbema B,IMSEBM04,Ohaji/Egbema,17018,Imo,IM,In Use,GRID,Oil Mill,6.74465803074355,5.5950172483474
2027,a2378015-0ec7-4482-878a-baf6a12a128d,33680,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Opeilu / Ibaragun,OGSIFO09,Ifo,28007,Ogun,OG,In Use,GRID,Ogbayi Block Industry,3.29326666682329,6.75931833267498
2028,74d8d2d9-38e1-4f59-9141-1c804d18b551,33677,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iju,OGSADO10,Ado Odo/Ota,28003,Ogun,OG,In Use,GRID,Jimog Block Industry Obere,3.10934000014095,6.66858999962881
2029,4ffde23a-fea0-40f8-b750-76589e307bcf,33676,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Rogo,TRSTTM08,Takum,35012,Taraba,TA,In Use,GRID,Wadata Cement Black,9.97556499992487,7.25194499976197
2030,72ba5d2d-de43-4b10-8853-011c1ca95011,33675,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gunduma,TRSGAS02,Gassol,35005,Taraba,TA,In Use,GRID,Kasuwan Awaki,10.7622980493156,8.62693095140236
2031,4678e818-3563-4e51-b615-d7fdcb17126a,33674,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Dutse,TRSTTM03,Takum,35012,Taraba,TA,In Use,GRID,Abattoir,9.98529450883456,7.26418039760733
2032,d711e9bb-8867-4aed-b485-424c95b6d6e9,33673,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bali A,TRSBAL01,Bali,35002,Taraba,TA,In Use,GRID,A B Y Special Bread,10.9737572194202,7.85616600975362
2033,32b2b3f4-cb97-4b57-bff7-57f020afae9e,33672,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bali A,TRSBAL01,Bali,35002,Taraba,TA,In Use,GRID,Ad I Idris Ventures,10.9742674326959,7.8555278382392
2034,bd60227e-997f-4bbf-91c6-6972ba3be761,33671,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bali B,TRSBAL02,Bali,35002,Taraba,TA,In Use,GRID,Kanti Sauki Block Industry,10.9721890328976,7.8721089814444
2035,ad986cf1-1d96-4e91-8310-b4a1c2dbe7eb,33670,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kakara,TRSSDA04,Sardauna,35011,Taraba,TA,In Use,GRID,Mambila Beverages Nigeria Limited Kakara,11.1233346996367,6.84861590010377
2036,925e7535-fca9-49d9-a11f-e47798b0d2a2,33669,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mayo Selbe,TRSGKA08,Gashaka,35004,Taraba,TA,Unused Good,GRID,Road Construction Company Dtv,11.1136274624375,7.27148112635297
2037,0e96f2a7-e949-4897-a28f-2e9ac752b093,33668,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tutungu Jedina,NISPAK11,Paikoro,27019,Niger,NI,Unused Good,GRID,Danadams Pharmaceutical Industry,6.58420759410524,9.52710956935118
2038,6087bc49-1f53-4cda-9746-3bc040a5f061,33667,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tutungu Jedina,NISPAK11,Paikoro,27019,Niger,NI,In Use,GRID,Pure Water Industry,6.61061265165262,9.49737682058384
2039,83b89d14-da92-4c49-a8d2-b05a1e9eeddd,33665,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bussa,NISNBS02,Borgu,27004,Niger,NI,In Use,GRID,Iklas Water,4.51038936497724,9.89370698688799
2040,720a2e37-d9f3-4023-b6c8-7f31c050ef55,33664,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bussa,NISNBS02,Borgu,27004,Niger,NI,In Use,GRID,Sabuke Table Water,4.51033359891653,9.89443505913073
2041,e81a6ea4-0a43-4a7a-ac76-1827de8d812d,33663,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kwakuti,NISPAK08,Paikoro,27019,Niger,NI,Unused Poor,GRID,Fielmark Construction Ltd,6.96556205274658,9.42230812781787
2042,c178f7be-549a-4c13-89a9-3c5b53a4d8e5,33662,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bussa,NISNBS02,Borgu,27004,Niger,NI,In Use,GRID,Timber Shade Factory,4.5135132833114,9.88118089668109
2043,083395e1-bd57-4001-ba1f-ccd541ab0db0,33661,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bussa,NISNBS02,Borgu,27004,Niger,NI,In Use,GRID,Ishow Choice Concept Limited,4.51402572510716,9.88144511390095
2044,8c4f3ddd-6e28-47fe-8780-8ad9d1f043e5,33660,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 2,LASIUI02,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Factories 7,3.79273368621068,6.47194610712717
2045,75c4fee6-ab6c-4fcb-bf3d-f1a033e09619,33659,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odomola,LASEPE14,Epe,25007,Lagos,LA,Unused Poor,GRID,Nigeria Labs Industry PLC,3.98435759182945,6.60819827772838
2046,574f7d17-34a0-41be-8604-d74a4f8b8197,33658,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abule Egba,LASAMO05,Alimosho,25003,Lagos,LA,In Use,GRID,Palm Kernel Industry,3.28985890266625,6.65592073915082
2047,97f037a3-22cc-4bd6-9e55-01c705a13830,33657,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abule Egba,LASAMO05,Alimosho,25003,Lagos,LA,In Use,GRID,Beauty Hair Perfection Manufacturing Company 1,3.29057024572029,6.65767907203161
2048,63e1b21d-a613-4f04-a4e3-0ece4b92cd72,33656,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Cadbury PLC,3.35175793957728,6.62187403066201
2049,eb6ccb59-87c5-482e-8822-5158c18fbce7,33655,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alausa,LASIKA04,Ikeja,25011,Lagos,LA,In Use,GRID,Armula Paragon,3.35591620596819,6.60706792704326
2050,58880a0d-2ea8-4a38-8fcd-4497fe7ef82e,33654,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alausa,LASIKA04,Ikeja,25011,Lagos,LA,In Use,GRID,Literamed Publications Limited,3.35705755536196,6.60808350534955
2051,3cf15517-c8b2-4fd8-a814-40fbf31d6702,33653,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oguntade / Bameke,LASAMO30,Alimosho,25003,Lagos,LA,In Use,GRID,De United Hardware Ltd,3.30708726816295,6.58701291141676
2052,07e07807-29c3-454e-a3ee-b997622191ad,33652,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apapa,LASAPA05,Apapa,25005,Lagos,LA,In Use,GRID,SMC Ltd,3.36339992336781,6.44712793570574
2053,a90f3d85-8bcc-4b0a-8ceb-3b4bd00ab1fb,33650,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okota,LASOIO18,Oshodi/Isolo,25016,Lagos,LA,In Use,GRID,Boan Pure Water,3.31479169987711,6.50226207343599
2054,1d43ae43-f72b-4fa1-87cb-4d84a90fb928,33649,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iba,LASOJO04,Ojo,25015,Lagos,LA,In Use,GRID,Givers Water Company,3.20739312059607,6.50253904574043
2055,8a502b8b-5f56-43da-b059-176902b81bac,33648,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajao Estate,LASOIO04,Oshodi/Isolo,25016,Lagos,LA,In Use,GRID,Books Industries Nig Ltd,3.3225506332052,6.55032188134982
2056,a77175d2-0f76-4706-a5cb-3a991b869303,33647,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Boulous Enterprise,3.35387794471143,6.62747404159381
2057,0870181f-c2af-4d82-af4d-89db9fc4e9b7,33646,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Sid Industries,3.3508417660347,6.62853213085322
2058,19e4b959-b733-48b9-a5a1-71d614b6275e,33645,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,SPN Industries,3.34970476036642,6.62495402970478
2059,30f71cef-3ff3-4d8e-b0dd-f080eb9d6b40,33644,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Mikano Industries,3.34974498164564,6.62720791871055
2060,7b986819-5498-4b3b-bd32-0c3c7e66f99c,33643,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sangotedo,LASEOA18,Eti Osa,25008,Lagos,LA,In Use,GRID,K And G Block Industry,3.66194160012481,6.46748670005121
2061,a7d00533-d2a1-47cb-96f3-7d68f20a3f1f,33642,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owutu,LASIKU28,Ikorodu,25012,Lagos,LA,In Use,GRID,Butterfly Block Industry,3.47193915866529,6.63991500737177
2062,a7beba95-0d60-4b75-808f-b81537482311,33641,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeshe,LASIKU13,Ikorodu,25012,Lagos,LA,In Use,GRID,Afolabi Block Industry 2,3.48342545721914,6.5636319528524
2063,078654a6-0870-4f76-bcbe-08463272a0f1,33640,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajasa / Amikanle,LASAMO07,Alimosho,25003,Lagos,LA,In Use,GRID,Bee Printing Mechanical Company,3.25380210508314,6.62810337996706
2064,1cbd06a8-7425-4bf0-a0e3-30a137206f84,33639,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owutu,LASIKU28,Ikorodu,25012,Lagos,LA,In Use,GRID,Wabilahi Taofik,3.48742549059398,6.63986714005654
2065,7296b19e-7dc5-41c8-81c9-74a90df0c806,33638,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owutu,LASIKU28,Ikorodu,25012,Lagos,LA,In Use,GRID,Ogo Oluwa Block 2,3.48644000000604,6.63681333286905
2066,b5e7e4d7-936e-435c-b005-0e56f31dabf0,33637,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Lagos,LASAMO13,Alimosho,25003,Lagos,LA,In Use,GRID,Premium Graphics Factory,3.25714500024162,6.59892999961983
2067,3a520e59-fe12-4901-90ea-76498b785ba9,33636,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Papa Ajao,LASMUN19,Mushin,25014,Lagos,LA,In Use,GRID,Air L,3.34369500032403,6.54135166734562
2068,a0ea5e60-a038-4365-8147-8c12a788404d,33635,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ayobo,LASAMO14,Alimosho,25003,Lagos,LA,In Use,GRID,Cocacola Sub Station,3.24406851415068,6.60117957277913
2069,97b78a3b-6d27-4ddf-9ba0-e0c2012d512b,33634,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Atan Lagos,LASAMO13,Alimosho,25003,Lagos,LA,In Use,GRID,Willies Bread Factory,3.25335257356249,6.59348903559055
2070,91c74fe3-b630-4675-81bc-9320f5145496,33633,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mosan / Akinoggun,LASAMO29,Alimosho,25003,Lagos,LA,In Use,GRID,De Sopas,3.27514166735409,6.61435666692671
2071,0badd735-cc58-48cf-9bd9-d93963613c56,33632,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ipaja,LASAMO26,Alimosho,25003,Lagos,LA,In Use,GRID,Kolafem Water,3.25554249289178,6.61386795823972
2072,b4c981fa-de46-4956-a1a5-68d8600a5212,33631,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Septel Blocks And Cement Depot,3.56615060017009,6.5740310996556
2073,54c3b768-ffc3-4b70-acda-18520e1258c9,33630,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Edun John Obafemi Block Industry,3.56686659991368,6.57389289813881
2074,39884dbf-618b-442a-871c-fbf383c654ff,33629,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Iya Islamiat Block Industry,3.56842140002766,6.57456600022078
2075,92620ef7-bc1f-412c-bd8a-a3e6e610ae58,33628,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Wise Block Industry,3.56964327022081,6.57217572183214
2076,859f536f-6947-48fe-b538-cd448e24ac98,33627,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elepe,LASIKU11,Ikorodu,25012,Lagos,LA,In Use,GRID,Ak Block Industry,3.57136020011319,6.57218679968111
2077,aa072269-9ce2-4f95-8acd-3847a34e6d48,33626,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojo Town,LASOJO11,Ojo,25015,Lagos,LA,In Use,GRID,Polystar,3.20132272286543,6.45477721739474
2078,8da34283-9106-4bea-ac72-6dcbb9da748c,33625,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajido,LASBDY04,Badagry,25006,Lagos,LA,In Use,GRID,West African Gas Pipe Line Company,2.98798184278786,6.41609909299876
2079,d4c628a6-be84-41ac-a371-4c84ad42d0a1,33624,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajido,LASBDY04,Badagry,25006,Lagos,LA,Unused Good,GRID,Badagry Ashpalt Yard,2.97950579365749,6.41471216843189
2080,ffe10693-6f16-4b68-b0fc-13f3d188b0a2,33623,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Itumokun,LASIKU19,Ikorodu,25012,Lagos,LA,In Use,GRID,Everest Block Industry,3.55202527614563,6.56498112567846
2081,36d6214b-7626-404f-9760-ece7e32e551c,33622,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Eagle Paints,3.35400009872563,6.629685005059
2082,4db5e8e4-36b9-446d-917a-a7dd21e9b0d9,33621,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Metalum Ltd,3.35053120495121,6.63145521978259
2083,e22cf68d-b8d0-4f11-b877-27192509f1a7,34078,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tabon Tabon / Egbir,LASIOE14,Ifako/Ijaye,25010,Lagos,LA,In Use,GRID,Smart Poly Industries,3.30803609698836,6.66826096377252
2084,7527e4fc-ffe1-4584-9492-f61771719b51,33620,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Wacot Ltd,3.34930566282611,6.63110221159786
2085,7c1ce6a4-ae6a-47f8-83ce-76b5125f92c1,33619,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajasa / Amikanle,LASAMO07,Alimosho,25003,Lagos,LA,In Use,GRID,Baba 70 Block Industry and Building Materials,3.24534629069882,6.64716688404451
2086,ece9250f-3b46-4938-85e3-6482321a1d60,33618,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 2,LASIUI02,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Block Industry 7,3.79658833338493,6.4817133327042
2087,e69e6154-df8a-44fb-8a34-c23e34a5b692,33617,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajasa / Amikanle,LASAMO07,Alimosho,25003,Lagos,LA,In Use,GRID,Ige Block Industry,3.24475208703922,6.64127698024851
2088,fd040399-1cf6-495d-87a4-e921d50e393a,33616,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajasa / Amikanle,LASAMO07,Alimosho,25003,Lagos,LA,In Use,GRID,Supreme Paints Nigeria Ltd,3.24709344590588,6.64147538238302
2089,15fee3e8-afd4-41a8-8182-0ba5b119e313,33615,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ipaja,LASAMO26,Alimosho,25003,Lagos,LA,In Use,GRID,Iya Ope Block Industry,3.24616543818445,6.61290306212669
2090,76c9f9ab-d133-4faf-8563-2890fac1b907,33614,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajasa / Amikanle,LASAMO07,Alimosho,25003,Lagos,LA,In Use,GRID,Smithola Paints,3.24573844637223,6.62007080902066
2091,9c640292-2cff-43f7-bc3a-810edcff2a81,33613,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajao Estate,LASOIO04,Oshodi/Isolo,25016,Lagos,LA,In Use,GRID,Emzor,3.33424321555202,6.5409639138536
2092,da72ddef-082c-4b40-8518-fdbce4917e39,33612,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbelekale,LASAMO06,Alimosho,25003,Lagos,LA,In Use,GRID,Alahaji Bus Stop Block Industry,3.27082688295434,6.64177100572738
2093,e1c70c5f-0fb5-4ca5-900a-43547b868e6d,33611,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gowon Estate,LASAMO21,Alimosho,25003,Lagos,LA,In Use,GRID,DLK Bakery,3.29296930419008,6.60393747333575
2094,1d2576ae-467c-4576-91de-09d9e8112800,33610,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Oyinbo /  Aiyetoro,LASIKU25,Ikorodu,25012,Lagos,LA,Unused Poor,GRID,Pacific Down,3.58653430361528,6.56698513265781
2095,bf7513fc-9aef-45f9-bf59-f13a38b248c3,33609,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Oyinbo /  Aiyetoro,LASIKU25,Ikorodu,25012,Lagos,LA,In Use,GRID,Alhaji Block Industry,3.58805166675108,6.56728166701538
2096,51d6ee49-9afb-410f-ba06-0fa5ee4c89ee,33608,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Robicon Aluminum Experts,3.34194835323399,6.62486455615436
2097,2c77f219-6927-49ce-bc17-c0c8a9ace12c,33607,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Wemco Factory,3.34128582268261,6.62624700929211
2098,8e0c3079-1518-4ef4-8483-de1f460f2ff3,33606,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Chemiron International Limited,3.34100479983169,6.62757105416085
2099,6dd4be03-4e7d-42e7-8508-b1bae4004f54,33605,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Vitapur Nigeria Limited,3.34112945935709,6.62436811779446
2100,3938f33d-58f1-4ca5-bbf4-d92aa74f5bfa,33604,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Afkar Printing And Publishing,3.34304500002679,6.62490119993049
2101,02c992bd-491c-492f-9ce0-19e031d9e8be,33603,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Stellar Construction Limited,3.34593930255681,6.62244750944507
2102,6a0722a8-b33c-403d-b3d1-63494f24a566,33602,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Schneider Electric,3.34497419959968,6.62334079973817
2103,df216ab8-8ea5-4c7a-9ec1-a4a70b1fac2f,33601,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogba / Oluwole,LASIKA07,Ikeja,25011,Lagos,LA,In Use,GRID,Nampak Nigeria Lagos,3.34105558814491,6.62664642609172
2104,e0cf2cc1-c2ba-426d-9155-c57f9927bf51,33600,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Daisy Bakery Navy Town,3.29001986872203,6.44981576378655
2105,7599a05b-0221-4cbc-8605-776d73e2153b,33599,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Coscharis Pure Water Factory,3.29003150415065,6.44947709439242
2106,dd943ee5-e2cb-456d-9fae-18beedee0a6a,33598,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Glandy Sachet Water Navy Town,3.29082333293053,6.44885666740134
2107,5e9e8390-3cd0-43bf-8a89-9eef004e6fa0,33597,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Awayoo Pure Water Factory,3.29112398888105,6.4490197072937
2108,c8a49722-9bd4-4bdf-94c6-c3b7943d1fe3,33596,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Jakys Enterprise Phase 5 Industrial Layout Navy Town,3.29101666738535,6.44936166730713
2109,23f6396b-c788-4e19-bb6b-516475172a38,33595,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Urels Sachet And Bottle Water,3.29097184337593,6.44985288869992
2110,208e8478-1053-4161-aa12-4b33437c721d,33594,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijora,LASAPA08,Apapa,25005,Lagos,LA,In Use,GRID,Julius Berger,3.37435839182638,6.46798439656271
2111,2c743a1b-cc03-40cd-86d4-14a50fc034d6,33593,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,In Use,GRID,WAHUM Ltd,3.33835856719418,6.60591328027374
2112,43f16cab-d68f-41a6-9458-71d39af70a5a,33592,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,In Use,GRID,C A P PLC Chemical and Allies Products PLC,3.33901017637857,6.60526279524186
2113,14f287bb-b4f6-404c-9ba2-9cd3ad281522,33591,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,In Use,GRID,PMP Pioneer Metal Product Company,3.33688247124911,6.60724263473986
2114,6efe465b-fa72-4651-921b-984fddf99ac3,33590,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,In Use,GRID,Vitafoam Nigerian PLC,3.33679661297333,6.60801811834153
2115,31c7bb85-c88b-4bc8-b392-ea7431b12a83,33589,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,In Use,GRID,Factories 4,3.33676708733128,6.61113230960842
2116,3c635148-4848-487c-a68c-5c93c1c9a06f,33588,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,In Use,GRID,Factories 3,3.33775793068401,6.61155381825415
2117,37078156-9e8c-4524-a8b4-1ef30e3ab7b5,33587,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,In Use,GRID,Woollen And Synthetic Textile Manufacturing Limited,3.33675144991952,6.61024725620598
2118,2eecef73-298e-41f4-a4e6-06e9f3986387,33586,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijegun,LASAON08,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Star And Luna Nigeria Limited,3.27422966126989,6.45052104001405
2119,3ce75d44-59bd-422c-a6f4-76edba5acd9e,33585,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijegun,LASAON08,Amuwo Odofin,25004,Lagos,LA,In Use,GRID,Filterland Industries Limited,3.26053260159836,6.44224489128874
2120,b8408ec0-7cac-4204-a1cc-13165d4807e2,33584,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajido,LASBDY04,Badagry,25006,Lagos,LA,Unused Good,GRID,factory,2.97061774980938,6.41273951361768
2121,e17e0b56-83fc-4334-b027-3573db549bdd,33583,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okun Ajah / Okunmopo,LASEOA17,Eti Osa,25008,Lagos,LA,In Use,GRID,Our Bricks Solution Ltd,3.60636389967431,6.44474870009248
2122,26cd3b15-a1e4-46f5-8f2c-7633db6da112,33582,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onike / Oyadiran,LASLMD15,Lagos Mainland,25019,Lagos,LA,In Use,GRID,Zenon Cosmetics,3.38268427396014,6.50475037612898
2123,b8b51702-827c-4cee-ab86-9889dfa6c8a6,33581,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 1,LASIUI01,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Wood Industry 2,3.89048214873225,6.53458080206241
2124,50971a8e-85e6-4642-b615-d501545ae45f,33580,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 1,LASIUI01,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Egun Block Industry,3.89127271396461,6.534312299573
2125,822685d7-693f-4b41-b65a-70db76f2b558,33579,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 1,LASIUI01,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Ekpe Block Industry,3.89381535729297,6.53204245029889
2126,72d1c91c-df0b-47e9-9fc6-01e23c7dee77,33578,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 1,LASIUI01,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Seyi Block Industry,3.89316589479029,6.53053251916049
2127,dcd94c0a-5280-4e4e-a74d-d55200c3ab4a,33577,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 1,LASIUI01,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Dangote Cement Industry,3.89084690655955,6.51933448389934
2128,2906d0c3-5d87-4558-abbb-f19b3c2c4d20,33576,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibeju 1,LASIUI01,Ibeju Lekki,25009,Lagos,LA,In Use,GRID,Tamaap Wood Industry,3.89017705013083,6.51625452982273
