FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,category,alt_name,source,poi_name,x,y
1001,ed695fb0-f51c-4980-ba0a-493184c7bf87,13012,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Okpaugwu,EBSAKL17,Abakaliki,11001,Ebonyi,EB,Federal Government, ,GRID,West African Examination Council Office,8.11806166661268,6.33185499960859
1002,0771a40b-30d8-488b-9a54-ae7bb4668369,13015,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Okpaugwu,EBSAKL17,Abakaliki,11001,Ebonyi,EB,Federal Government, ,GRID,Federal Ministry Of Education Inspectorate Service Department,8.11860666656446,6.333924999739
1003,23bec2a5-f9ca-4299-8c5a-ca53d5a99210,13035,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Okpaugwu,EBSAKL17,Abakaliki,11001,Ebonyi,EB,State Government, ,GRID,The West African Examinations Council,8.11823833303271,6.3318233326807
1004,958dcd8c-a6e1-43c5-83d2-4429581f8ced,13038,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Kpiri-Kpiri,EBSUGB10,Ebonyi,11004,Ebonyi,EB,State Government, ,GRID,Board Of Internal Revenue,8.10183166729763,6.33080166686347
1005,62aeb80f-b031-4e51-8dd0-53fbb01a0241,13040,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iyiudene,EBSAKL14,Abakaliki,11001,Ebonyi,EB,State Government, ,GRID,Ebonyi State Transport Coporation,8.12207166717377,6.31651333262425
1006,5434a666-3c84-42ac-80da-080d238dc617,13053,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oyada,OYSATIB10,Atisbo,31004,Oyo,OY,Local Government, ,GRID,Local Government Building,3.44079999972024,8.54427833337843
1007,5e37b343-c17f-487d-afe4-c0431b4013c3,13054,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ogidigbo,OYSSWT09,Saki West,31032,Oyo,OY,Local Government, ,GRID,Asabari Local Council Development Area Kinnikinni Saki,3.37450833309316,8.66875000031229
1008,d24f71df-dfa7-4035-b5cb-d11a833ba25b,13055,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Adabo,OYSSWT01,Saki West,31032,Oyo,OY,Local Government, ,GRID,Town Hall,3.38351500021713,8.67035999991413
1009,ec9860c9-0eec-4653-99c9-8ceadf716152,13058,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ipapo,OYSIWU03,Itesiwaju,31017,Oyo,OY,State Government, ,GRID,Broadcasting Cooperation Ipapo,3.50804160043958,8.11881220032285
1010,6d49619c-e695-4d72-99d3-1f00c3757349,13059,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isale Togun,OYSIBE04,Ibarapa East,31012,Oyo,OY,Local Government, ,GRID,Ibarapa North East Secretariat Lanlate,3.44953333319683,7.60504166703936
1011,ac502327-cead-434f-976b-29eeaf3cc8b1,13060,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Elero,OYSKAA02,Kajola,31019,Oyo,OY,Local Government, ,GRID,Elero Environmental Service,3.34929166667712,8.0894083327284
1012,59af0009-f983-4114-b080-e7b76c62eebe,13062,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Fasola,OYSOWT03,Oyo West,31030,Oyo,OY,Federal Government, ,GRID,Ministry Of Agriculture Poultry Investigation Centre Fashola Oyo,3.79826000039873,7.90377166722868
1013,2b6c8ccb-6dbc-48f5-84ba-8d8465770d17,13063,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ajegunle,OYSSWT03,Saki West,31032,Oyo,OY,Local Government, ,GRID,Wewe Saki West Local Government Building,3.40597869975721,8.65377489969194
1014,f9e1063d-be49-4810-88cc-8b5864399c4d,13064,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ajegunle,OYSSWT03,Saki West,31032,Oyo,OY,Local Government, ,GRID,Inec Office,3.40758980012924,8.65195409990184
1015,210dd80f-6166-461a-9192-28b0faa2b9ce,13065,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Laha / Ajana,OYSIRO10,Irepo,31015,Oyo,OY,Local Government, ,GRID,Olose Library,3.8841650004145,8.94815166676608
1016,5fdd42c2-1ad8-41ea-a5cb-dfdf48eafb9f,13066,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Iware,OYSAFO10,Afijio,31001,Oyo,OY,Local Government, ,GRID,Dispensary Lware,3.96260666706411,7.68000000039973
1017,cbda3c4b-792e-418f-99d8-89b9933f4adb,13068,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Egbeda,OYSEGA04,Egbeda,31005,Oyo,OY,State Government, ,GRID,Housing Corporation Building Ajoda Egbeda Ibadan,4.05030166688846,7.38103500016518
1018,65b6d386-b19b-47fc-87ba-1e5954a0a7ad,13074,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Awe 2,OYSAFO03,Afijio,31001,Oyo,OY,State Government, ,GRID,Government Building,4.05138666656148,7.75264666691021
1019,2d2a3ce0-5e30-4d09-91f0-ee06fb815075,13075,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isia,OYSKAA08,Kajola,31019,Oyo,OY,Local Government, ,GRID,Kajola Local Government Secretariat Okeho,3.37720499971101,8.0469116671398
1020,554c8983-be00-4d40-9fbf-5ebabc508116,13076,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isia,OYSKAA08,Kajola,31019,Oyo,OY,Local Government, ,GRID,Post Office,3.35846833264748,8.03350833324305
1021,2bd7b912-a1fd-47db-a069-4491a2bbe29b,13077,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isia,OYSKAA08,Kajola,31019,Oyo,OY,Local Government, ,GRID,Independent National Electoral Commissionokeho,3.35861333303893,8.03229333297099
1022,032abf03-9bad-4061-86f5-b9c5dfe98739,13078,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Egbeda,OYSEGA04,Egbeda,31005,Oyo,OY,Local Government, ,GRID,Egbeda Local Government Secretariat,4.04770240044547,7.37618000020689
1023,fbd9719b-025e-4399-a2d8-4c6578fc9f96,13079,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Opa Ogundiran,OYSOSO09,Olorunsogo,31024,Oyo,OY,Federal Government, ,GRID,NTA Transmission Station,4.06533999974124,8.82037333296302
1024,afc59470-6679-4115-8128-a09a4fb4e942,13080,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,ICPC,3.90881999974323,7.42190166702835
1025,e9569fa5-4004-4d71-95fe-5ce0171b3608,13081,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isia,OYSKAA08,Kajola,31019,Oyo,OY,Local Government, ,GRID,Oyo State Internal Revenue Service Okeho,3.36713333293699,8.03795333317981
1026,9caba2bd-f03a-411f-aab9-48bd7cd74faf,13082,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isia,OYSKAA08,Kajola,31019,Oyo,OY,Local Government, ,GRID,Chief Magistrate Courtokeho,3.36699833300673,8.03751833290477
1027,bf1f72c4-88ff-4de5-84db-03052b0ead9f,13084,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,State Government, ,GRID,Ministry Of Physical Planning And Urban Development,4.24813330031162,8.14812830038079
1028,98e7122a-3541-496d-bdb9-f8060f88a55a,13087,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ijio / Ayegun,OYSIJA05,Iwajowa,31018,Oyo,OY,Federal Government, ,GRID,Nigeria Immigration Service,2.89880166656371,7.96190666725892
1029,19e414db-9e64-4584-ae83-503b3284c96d,13088,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oloka,OYSOIE07,Ori Ire,31028,Oyo,OY,Federal Government, ,GRID,Nigeria National Park Services Oloka Based Camp,4.0527100000665,8.32767333335772
1030,647287f2-1e4c-4191-a2b7-5ecd269d878c,13089,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isemi Ile / Ilua,OYSKAA07,Kajola,31019,Oyo,OY,Local Government, ,GRID,Ilua Post Office,3.40894166732414,7.99924833344386
1031,94c402d5-fa0a-4489-9b70-0d6b6bb9cfdf,13090,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isemi Ile / Ilua,OYSKAA07,Kajola,31019,Oyo,OY,Local Government, ,GRID,Ilua Customary Court,3.40901666718548,7.99948166704536
1032,086dabab-7892-47cc-b358-03c7dd1625f8,13091,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Aroro,OYSAKE03,Akinyele,31002,Oyo,OY,State Government, ,GRID,Akinyele South Local Government Sectariat,3.96990833290329,7.54245166661116
1033,7923d6c9-00c3-4db9-a4d5-74efff8bea4f,13092,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ijio / Ayegun,OYSIJA05,Iwajowa,31018,Oyo,OY,Federal Government, ,GRID,Immigration Building Ayegun,2.72345640009286,8.02426499963008
1034,24a86752-0561-4b7f-ac9d-e84c64ec5d1c,13093,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Tewure,OYSOIE10,Ori Ire,31028,Oyo,OY,Federal Government, ,GRID,Federal Road Maintenance Agency,4.19909500033407,8.31192833302617
1035,901ee953-d0c6-4d07-b0ac-99c16c7609e2,13099,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Alesinloye,OYSISW02,Ibadan South West,31010,Oyo,OY,Federal Government, ,GRID,Economic And Financial Crimes Commission,3.86519999998006,7.37421329980401
1036,dbe35ddc-1e44-4ce3-bc45-67249afced1b,13104,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,Federal Government, ,GRID,Nigeria Security And Civil Defence Corps Building,3.9002716667041,7.53817499997632
1037,590c32a9-98d8-412e-a199-b2f656713bba,13105,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Ministry Of Environment And Water Resources,3.91092666703213,7.41451666731041
1038,8433d2e0-6ec3-486c-b63a-c7d967ac14c9,13106,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,Nigeria Customs Services,3.91191999970829,7.41285833274588
1039,aa667637-57d9-4d2a-9800-53c9ebd80861,13107,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,National Population Commission,3.91143666716852,7.41289499990438
1040,ccb27920-094a-43ed-8d49-6acfe46ced37,13108,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Aboke,OYSOSO01,Olorunsogo,31024,Oyo,OY,Local Government, ,GRID,Olorunsogo Local Government Headquarters,4.16092500008875,8.72666500008972
1041,103e4723-a9ad-4640-bcd1-af2add157166,13109,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,State Government, ,GRID,Teachers Cooperative Housing Estate,3.81204169976468,7.40500169976866
1042,f91f2a58-f4e2-4857-ac81-7dad6b5d8c9e,13110,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Monatan,OYSEGA06,Egbeda,31005,Oyo,OY,Federal Government, ,GRID,The Nigeria Police Alabebe Monatan Ib,3.96378666662139,7.41491000019641
1043,397737ef-0889-46ef-a888-82715ede5a40,13111,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Okeserin,OYSICL08,Ibarapa Central,31011,Oyo,OY,State Government, ,GRID,High Court Of Justice Igboora,3.27058670011616,7.45846830017194
1044,2755269c-8037-4c71-8004-86f4c5674810,13112,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,State Government, ,GRID,Public Toilets At Bode Igbo,3.79030499957611,7.39500000024987
1045,6add6568-c5e8-4fe6-a3a7-92fa7f132b19,13113,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Fasola,OYSOWT03,Oyo West,31030,Oyo,OY,State Government, ,GRID,Ministry Of Agriculture And Natural Resources Fashola Oyo,3.77888666728592,7.89934499997185
1046,f60e7f28-0ced-42ac-a8ff-425f8f313090,13114,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Housing Corporation,3.9025616670873,7.41830833316311
1047,8c29c8dc-fc54-4152-b9fe-aa918b596191,13118,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Masifa / Aguodo,OYSOGN06,Ogbomosho North,31021,Oyo,OY,State Government, ,GRID,Ministry Of Health And Social Development Oke Ado,4.25239329981099,8.14437830011849
1048,bd3b13ac-05df-468e-b564-a9ec07d68711,13119,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Basorun,OYSINE05,Ibadan North East,31007,Oyo,OY,State Government, ,GRID,Broadcasting Corporation Of Oyo State,3.93266166660266,7.41165833316558
1049,e0f9185f-3933-447c-82c5-d5e5f775f93a,13120,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Basorun,OYSINE05,Ibadan North East,31007,Oyo,OY,Local Government, ,GRID,Ibadan North East Lga,3.93376666719797,7.4045783331236
1050,0d523c97-54e2-4a81-bce6-42c74126ec54,13124,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,Local Government, ,GRID,Department Of Works,4.24330500032556,8.14371333330377
1051,0e819f4a-8fff-4661-becb-92e401891154,13125,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,Local Government, ,GRID,Ministry Of Education Zonal Office Oja Tuntun,4.24332833323604,8.14415500025314
1052,601535e4-9f0b-4a2b-be9e-64f009547d24,13126,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,State Government, ,GRID,Oyrtma,4.24348166674559,8.14462500034352
1053,3755348f-3fae-4ae4-b251-7ddbb8fc7e3b,14709,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Mangu 1,PLSMGU15,Mangu,32011,Plateau,PL,State Government, ,GRID,Mangu Stadium,9.14488169993058,9.49055000038226
1054,ada832b4-ac4a-4e00-ab3a-ae4360b14845,13127,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,Local Government, ,GRID,Ministry Of Education Local Education Office Ogbomoso,4.24330000009496,8.14441666699565
1055,a4a5a396-ef02-45b4-beae-863cc78fb1f9,13128,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,Local Government, ,GRID,Local Govt Universal Basic Education Authority Ogbomoso North,4.24266999982069,8.14341166741457
1056,d7e1e28f-b639-4164-8220-93b22e678893,13129,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Sabo / Tara,OYSOGN09,Ogbomosho North,31021,Oyo,OY,State Government, ,GRID,Oyo State Internal Revenue Kinnira Ogbomoso,4.24313999991114,8.14356333268171
1057,06db107e-10a1-4ac6-b063-a88168b5fff4,13130,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,National Health Insurance Scheme,3.91545833283584,7.40790833290328
1058,9850db81-877f-4d19-a60e-8e9e7daaffe4,13131,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,National Examinations Council Southwest Zonal Office,3.92008500032256,7.40785666685173
1059,68d55bcd-2fcd-4055-9fec-cc0826abeefd,13132,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,State Government, ,GRID,Omi Apata Local Government Lcda,3.74729829967686,7.38993670021858
1060,0e999061-ed80-45f0-a33b-68fda938f609,13133,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Yemetu,OYSIBN12,Ibadan North,31006,Oyo,OY,Local Government, ,GRID,Community Skill Acquisition Centre,3.90048666672635,7.39367166741357
1061,6986e52a-9c4f-49c2-84bb-7e6d54d90622,13134,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ring Road / Challenge / Oluyole,OYSISW12,Ibadan South West,31010,Oyo,OY,Local Government, ,GRID,Ibadan South West Local Government Oysiec Office,3.85654169963976,7.36469000004354
1062,7b4f42eb-20dc-495e-a62b-09e771981399,13135,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Obada,OYSATIB07,Atisbo,31004,Oyo,OY,Federal Government, ,GRID,Government Building,3.77123000036426,8.45537499995635
1063,ed32ffa4-729b-4ffc-b1cf-a1ba80d94259,13136,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Igbope 1,OYSOLE04,Orelope,31027,Oyo,OY,Federal Government, ,GRID,Forest Guards Office,3.86778329985947,8.81802330013522
1064,dae01773-d5d2-4c76-b8ea-3d187fec8065,13138,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ojoo,OYSAKE09,Akinyele,31002,Oyo,OY,Federal Government, ,GRID,Nigeria Army Cantonement,3.91819166661219,7.47095166718572
1065,4c23075f-2997-485d-ba1a-3e4ccd08e91b,13139,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikoyi Ile,OYSOIE06,Ori Ire,31028,Oyo,OY,Local Government, ,GRID,Independent National Electoral Commission,4.17607333261827,8.23412333332521
1066,03a8ef9d-66d6-4b1d-ab45-508bbb1facbf,13140,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikoyi Ile,OYSOIE06,Ori Ire,31028,Oyo,OY,Local Government, ,GRID,Oriire Local Government Ikoyi Ile,4.17563666679877,8.23513333313684
1067,45d22016-2ca3-4694-9b37-579d1efe53cb,13141,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Latunde,OYSOYE06,Oluyole,31025,Oyo,OY,Local Government, ,GRID,Akorede Local Government,3.94636833283232,7.20664333342313
1068,072b7364-e2b1-4acc-b58a-2a87420b0b38,13142,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Alesinloye,OYSISW02,Ibadan South West,31010,Oyo,OY,Federal Government, ,GRID,The Nigerian Police Magara Police Post,3.86791166728966,7.37801666673585
1069,3a2198f4-e8d9-4f79-8a66-80a49f79440a,13143,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Alesinloye,OYSISW02,Ibadan South West,31010,Oyo,OY,State Government, ,GRID,Oyo State Youth Development Council,3.87289999983517,7.3801000002149
1070,992e3907-8083-4872-91fa-329bd788bb97,13146,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Alesinloye,OYSISW02,Ibadan South West,31010,Oyo,OY,Federal Government, ,GRID,Federal High Court,3.87416499971499,7.38173500007025
1071,d06ec6fe-824d-4d07-9a5a-bae37ee5dfe3,13147,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Alesinloye,OYSISW02,Ibadan South West,31010,Oyo,OY,State Government, ,GRID,Magistrate Court,3.87454833303917,7.38234833320905
1072,25212c0b-517e-4e1b-8311-3b2d65a522f2,13151,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Licensing Office,3.90813000029931,7.41041000042122
1073,0bfb06c2-ef76-4a55-93a8-c127ce49862c,13153,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Ministry Of Health,3.90898166727015,7.41036500014468
1074,4e413172-f761-4e5a-891e-3f55a7f3c878,13154,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Ministry Of Industry Applied Science Technology,3.90913166699289,7.41071500009724
1075,77f82c13-3065-427d-8262-df5c8aeb0698,13155,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Office Of The Wife Of Governor,3.91289999993512,7.40503166697789
1076,d4c76ab6-7801-46e6-8941-30589b6537a6,13156,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Owo,OYSATIB09,Atisbo,31004,Oyo,OY,Local Government, ,GRID,Agunrege Viewing Center,3.39270000020491,8.39533829982275
1077,0cbf4162-1762-4825-b526-c54aafa1ca07,13157,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ijaye,OYSAKE04,Akinyele,31002,Oyo,OY,Local Government, ,GRID,Climate Change Project,3.8563516665962,7.62905666743131
1078,a2bb6226-189f-4577-bd5c-20a3af53d19d,13158,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Irawo-Owode,OYSATIB06,Atisbo,31004,Oyo,OY,Local Government, ,GRID,Police Station,3.36259329984097,8.53415000032231
1079,ab6ea7af-204e-4b65-9af4-cdf713df7107,13160,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Koso 1,OYSISN08,Iseyin,31016,Oyo,OY,Federal Government, ,GRID,FERMA,3.56796166659768,7.96366333279661
1080,f56177f3-b849-4b0b-945f-aace6c14ca7e,13161,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ilora 3,OYSAFO08,Afijio,31001,Oyo,OY,State Government, ,GRID,Farm Settlement Store,3.79191333273417,7.78368500016268
1081,df7ce66e-d359-427d-9c21-2ce0cfc7c865,13162,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ilora 3,OYSAFO08,Afijio,31001,Oyo,OY,State Government, ,GRID,Ministry Of Agriculture And Natural Resources And Rural Development,3.80079666683275,7.78653999962131
1082,44f6b3ab-9ce7-45fe-82c3-b50672369e14,13163,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ojoo,OYSAKE09,Akinyele,31002,Oyo,OY,Federal Government, ,GRID,Civil Defence,3.90885833334545,7.47746833279734
1083,685fef32-b74c-4378-87bf-28c6e3565ea1,13164,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Oke Itunu,OYSIBN07,Ibadan North,31006,Oyo,OY,State Government, ,GRID,State Veterinary Hospital,3.89042166662665,7.40988999982369
1084,23cfc1d1-5a55-4b70-974f-9c8fcdf1ebd7,13165,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ijaye,OYSAKE04,Akinyele,31002,Oyo,OY,Local Government, ,GRID,Nigeria Security And Civil Defence Corps,3.84944500008675,7.62950500015569
1085,9f354422-cced-4ccf-af51-24014ebc0ef1,13166,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ikereku,OYSAKE05,Akinyele,31002,Oyo,OY,Local Government, ,GRID,Akinyele East,3.97340333309739,7.63023666698865
1086,3cf337f8-27c2-4111-ac23-ad60a2c9cbf3,13168,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Oyo State Electoral Commission,3.91466666683328,7.39787000040025
1087,37c8f3bd-e2d9-4950-844d-8a052b6e76d7,13169,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,Nigeria Television Authority,3.91698166657068,7.39611333306391
1088,21d105dd-fb01-4c94-8364-4ade9f8133e6,13171,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,Local Government, ,GRID,Ibadan North LGA Education Authority,3.92251166707985,7.40013833341737
1089,4bbcb6a4-ba55-4ae8-a0ee-744e060aae72,13172,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,Ministry Of Education Local Education Office,3.92137166666913,7.39990333337221
1090,24fffffd-0ca1-4750-afbd-a4f2963ce06d,13173,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Oyo State Tourism Board,3.92010666678931,7.39854833293924
1091,2c62ff3f-1285-4286-b0f9-77a3dbfdc70f,13174,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,Federal Government, ,GRID,Immigration Office Ibadan,3.91919166686199,7.39797333340266
1092,2f0405a3-3020-4fca-b6d5-2a087586bb83,13175,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,State Government, ,GRID,National Youth Service Corps State Secretariat,3.91874499968202,7.39745333280513
1093,3ba5efbc-b88e-4ea2-894e-491c4955785f,13176,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,Local Government, ,GRID,Ibadan North LGA Office,3.91884499979693,7.39703999989615
1094,c6657b51-8dcb-4060-a888-fe273003d797,13178,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,State Government, ,GRID,Public Corporations Commission,3.91745500044794,7.40001000016144
1095,5ad8eb90-4bba-4faf-9e4d-308f97444222,13179,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,Local Government, ,GRID,Legislative Building,4.02672666700215,7.27041666719549
1096,ec3b368c-f473-414f-8236-3118c4ebbd42,13180,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,Local Government, ,GRID,Local Government Hall,4.02671666744033,7.27141666744529
1097,78592947-d99e-4dc3-ad73-1d16e486c002,13181,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,Local Government, ,GRID,Onaara Local Government Secretariat,4.02684666714003,7.2707716673786
1098,a0d5775b-d121-4c4b-9beb-d976aab5fa80,13182,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,Local Government, ,GRID,INEC Office,4.02599500016919,7.2718416672592
1099,970107de-b3d4-4d9f-93e9-4aa61c6e84e5,13184,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ring Road / Challenge / Oluyole,OYSISW12,Ibadan South West,31010,Oyo,OY,State Government, ,GRID,Commerce House,3.87572499970901,7.35161329991394
1100,8ad4626e-f1c0-4c67-a307-ee1643276a47,13185,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Afonta,OYSINW02,Ibadan North West,31008,Oyo,OY,Federal Government, ,GRID,Forestry Research Institute Of Nigeria,3.86319333280613,7.39196833257256
1101,9e6caf01-2d26-4447-a0f1-6cd2958b8bb9,13186,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Akinyele,OYSAKE01,Akinyele,31002,Oyo,OY,Federal Government, ,GRID,Federal Ministry Of Agriculture And Rural Development,3.91185999963932,7.59613666737334
1102,8c2e0fad-54ea-4afa-ad94-5b219c557f74,13187,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ado Awaye,OYSISN01,Iseyin,31016,Oyo,OY,Local Government, ,GRID,Araromi Local Council,3.42770333284261,7.83378833306517
1103,7c60dcce-de16-465b-bc2c-2c7fd702cf5e,13188,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Ado Awaye,OYSISN01,Iseyin,31016,Oyo,OY,Federal Government, ,GRID,Adoawaye Police Station,3.42806499970004,7.83368333271966
1104,b0798abd-8db8-46b6-a80e-7da3fa407646,13189,2/27/2019 12:00:00 AM,nuraddeen.isah, ,Isale Adu,OYSSET03,Saki East,31031,Oyo,OY,Federal Government, ,GRID,Police Station,3.60058500009774,8.62210500044546
