FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,plc_st_nam,x,y
590,c8974681-198f-4a9e-b729-9565145c7585,2584,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Jenta Apata,PLSJJN09,Jos North,32005,Plateau,PL,GRID,Laronto Police Station,8.87777070005779,9.94229800005269
591,6118b726-3919-4edc-80cd-b60d985705a9,2583,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Angwan Rogo / Rimi,PLSJJN04,Jos North,32005,Plateau,PL,GRID,The Nigeria Police Divisional Headquarters Anguwan Rogo,8.88906000031881,9.94438500006777
592,264f272e-bc58-4d86-9bbb-ae157675303d,2582,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kadarko,PLSWAS07,Wase,32017,Plateau,PL,GRID,Police Station Kadarko,10.0217283004208,8.9087417001694
593,bffa6e6e-3705-4b21-9171-0c8aec8811bb,2581,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Langai,PLSMGU14,Mangu,32011,Plateau,PL,GRID,Police Outpost Langai,9.2149833003391,9.62597000041524
594,82cf3851-840b-471f-86e1-c275f8128014,2580,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kalong,PLSSHD04,Shendam,32016,Plateau,PL,GRID,Kalong Police Station,9.50853499969054,8.71271833268497
595,cc63f3ce-1f88-45be-95ca-27bc084537b9,2579,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Pangshom,PLSSHD13,Shendam,32016,Plateau,PL,GRID,Post Nigeria Police Station Gidan Adamu,9.45729833305165,8.93677833295374
596,a58d5ae7-e976-4fe9-b8a6-e7cb44cf87e4,2578,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yelwa East,PLSSHD18,Shendam,32016,Plateau,PL,GRID,Yelwa Police Station 2,9.65910499959608,8.81144999971775
597,4e67d0f7-19d4-4e94-9aa7-ccd5c99559e9,2576,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yelwa East,PLSSHD18,Shendam,32016,Plateau,PL,GRID,Yelwa Police Station 1,9.65909666737736,8.81152000024787
598,3347ad35-aa4d-40f2-97dc-dfb39f03205d,2575,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Fobur A,PLSANW03,Jos East,32004,Plateau,PL,GRID,New Fobur Police Station,9.0222849998529,9.85545499994834
599,64734602-7baf-40cb-80fe-6fa021b2f1c7,2574,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mushere North,PLSBKK15,Bokkos,32003,Plateau,PL,GRID,Nigerian Police Post Kawel,9.06607166737359,9.20358833333495
600,efea897e-0447-445b-b87f-7370d80f0142,2573,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mushere Central,PLSBKK14,Bokkos,32003,Plateau,PL,GRID,Ikngwakap Police Station,9.04727833312865,9.15986166678255
601,5413464d-5ed0-446a-a0e1-3d02e1dd89e1,2572,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gagdi,PLSDNG04,Kanam,32007,Plateau,PL,GRID,Anguwan Hakimi Police Station,9.96417170026382,9.60950330043704
602,b9298683-40c5-4388-aeaa-c777a16e8849,2571,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bukuru,PLSBUU01,Jos South,32006,Plateau,PL,GRID,Bukuru Police Division,8.86704000019591,9.79616333327124
603,a048c095-0b55-489c-9780-63ab9ec5fe76,2570,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kabong,PLSJJN11,Jos North,32005,Plateau,PL,GRID,Alama Police Station,8.86331833307469,9.9363300000295
604,3cbac2c3-2747-4ff2-8e2e-ca71a96302e4,2569,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tangur,PLSBKK19,Bokkos,32003,Plateau,PL,GRID,Mushu Police Outpost,9.09016499961507,9.28666170007745
605,ea943e43-798b-4b4b-9a5e-1444aaf2d2a1,2444,2/2/2018 12:00:00 AM,najib.adam, ,Obafemi,OGSOBE09,Obafemi Owode,28015,Ogun,OG,GRID,Police Post Obafemi,3.61597370072576,7.11624794288832
606,f2882411-a85b-4466-84ab-b902cb7edfa7,2443,2/2/2018 12:00:00 AM,najib.adam, ,Akute / Ajuwon,OGSIFO02,Ifo,28007,Ogun,OG,GRID,The Nigerian Police Force Ajuwon Division,3.34863488459229,6.67489329658844
607,44ab4bf3-27ad-4cd1-b153-bb59e2b05123,2568,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Du B,PLSBUU05,Jos South,32006,Plateau,PL,GRID,Fwavei Police Station,8.89375669981189,9.84743000039424
608,f71d25f4-5b03-4da6-a031-afd3cfd7c3f4,2567,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Richa,PLSBKK17,Bokkos,32003,Plateau,PL,GRID,Richa Police Outposts,8.87292166710131,9.12454666689518
609,2fa75cd1-83a1-4150-a57b-55be48af9606,2566,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bum,PLSRYM02,Riyom,32015,Plateau,PL,GRID,Bum Police Station,8.67057666727942,9.7062316673576
610,041c9bab-4f75-451d-91a5-9e7a1ca7f4d8,2565,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gwamlar,PLSDNG09,Kanam,32007,Plateau,PL,GRID,Gwamlar Police Station,9.79032030034165,9.41759839984633
611,b6cd5ecc-c203-49b9-a61d-3b532d4caaac,2564,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Heipang,PLSBLD04,Barkin Ladi,32001,Plateau,PL,GRID,The Nigeria Police Heipang Station,8.88855000018242,9.63547499987141
612,6989fc45-f4a4-45a7-8440-f6cb4ca8bdd7,2563,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kwarip,PLSKWK12,Kanke,32008,Plateau,PL,GRID,Police Station Kwal,9.61865829994065,9.36962329997539
613,cc8354c6-bd15-4973-9a63-211c0615e251,2562,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mangor,PLSBKK10,Bokkos,32003,Plateau,PL,GRID,Police Outpost Garwaza,8.86974170031925,9.33736169988259
614,f2865928-7848-4373-908f-f8ffce178b56,2561,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Maigemu,PLSANW12,Jos East,32004,Plateau,PL,GRID,Gada Police Station,9.11144333334323,10.0384516696089
615,dcbfdb6d-8aca-4847-a76d-d301acd73672,2560,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Turaki,PLSMBD15,Langtang South,32010,Plateau,PL,GRID,Police Station Turaki,9.70686333317633,8.60991833326455
616,461787a8-9316-4c20-a5af-92c82b1d5d84,2559,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kantana,PLSDNG14,Kanam,32007,Plateau,PL,GRID,Dogon Ruwa Police Station,10.0943016703858,9.59889500010422
617,53ae89f5-e2a4-495d-8a79-87ebc0403fa6,2558,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Namaran,PLSDNG20,Kanam,32007,Plateau,PL,GRID,Kafel Police Station,9.91514799988033,9.22659009995317
618,02b67230-70c6-49b0-9c38-95e2907fc421,2557,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Doka East,PLSQAP03,Qua'An Pan,32014,Plateau,PL,GRID,Dokan Kasuwa Police Station,9.32094999974277,9.09371499964755
619,24507ffa-2b18-463c-b387-2d6274ad93e0,2556,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bwonpe,PLSMGU02,Mangu,32011,Plateau,PL,GRID,Bwonpe Police Station,9.2201316672427,9.30001833307966
620,c1a6d539-6df7-4ab3-a1fb-257e0ead8478,2555,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Giring,PLSBUU06,Jos South,32006,Plateau,PL,GRID,Abattoir Police,8.88628833294024,9.88418666658146
621,c9f572fd-20db-430d-875d-0ece1910f0e5,2554,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kurumbur B,PLSSHD06,Shendam,32016,Plateau,PL,GRID,Lakushi Police Station,9.6478949997545,8.55879333274618
622,802e9f1f-b192-47e3-8cb0-681d9b688094,2553,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kurumbur B,PLSSHD06,Shendam,32016,Plateau,PL,GRID,Police Station Yamini,9.66035000035231,8.52561000040123
623,0d613799-9de2-4c0f-b0ef-de900168c0d8,2552,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Lamingo,PLSJJN12,Jos North,32005,Plateau,PL,GRID,Flaming Police Station,8.94441499985243,9.9122716667041
624,dd92eac2-6226-4852-a91a-9a599372e49a,2551,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Juban,PLSSHD03,Shendam,32016,Plateau,PL,GRID,The Nigerian Police Station Kuka,9.69610666718899,8.44327333309792
625,13a7d9b3-2387-4581-8da3-aa087267d2b2,2550,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kwande Central,PLSQAP10,Qua'An Pan,32014,Plateau,PL,GRID,Rural Police Station Kwande,9.29840499969106,8.70832000036779
626,6fcbba77-986a-4afe-bd37-5339bb875683,2549,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kwande Central,PLSQAP10,Qua'An Pan,32014,Plateau,PL,GRID,Gidan Dabat Police Station,9.23418999986865,8.71737333331271
627,8bad7c41-1852-42a8-af3c-3687870c5707,2547,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbope 2,OYSOLE05,Orelope,31027,Oyo,OY,GRID,Igbope Police Station,3.78730276041409,8.83359742388205
628,bae7d2db-fbc7-4467-944a-ec0ca48b88fb,2546,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akinyele,OYSAKE01,Akinyele,31002,Oyo,OY,GRID,Kara Police Station,3.91610838799176,7.60671114780126
629,3269fedb-0f29-4697-9b8b-5756f2a362e4,2545,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agugu,OYSINE01,Ibadan North East,31007,Oyo,OY,GRID,Agugu Police Station,3.92492659768436,7.38434780131001
630,7918235e-69ce-437d-bc68-8b8e84ce1198,2543,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,GRID,Moniya Police Station,3.91043499957561,7.53104333298347
631,5d448e19-d0c0-4d16-ae71-8fa41e14ecea,2542,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ido,OYSIDO07,Ido,31014,Oyo,OY,GRID,Ido Divisional Headquarter,3.76179833342638,7.47264388011104
632,acea8a7d-922a-4d5b-8a91-60dc099d42fa,2541,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oyedeji 1,OYSLAU12,Lagelu,31020,Oyo,OY,GRID,Ogburo Police Station,4.12501769860796,7.59597585420238
633,5488f933-1005-4801-a612-1c7e508af1a8,2540,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi Ayunre,OYSOYE05,Oluyole,31025,Oyo,OY,GRID,Mamu Police Station,3.91069997222598,7.0876560380957
634,13ba421d-c8e8-42e7-a37e-568aa588f032,2539,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omi Adio,OYSIDO10,Ido,31014,Oyo,OY,GRID,Kuola Police Station,3.8150744942925,7.3663144400594
635,f9ba1997-198c-4647-9fa9-756471fcb71b,2538,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Moniya,OYSAKE08,Akinyele,31002,Oyo,OY,GRID,Rehabilitation Police Station,3.90895002102667,7.56027939877526
636,e18be563-cfe7-41f6-8458-f70ff4fa8b0d,2537,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ekotedo,OYSINW06,Ibadan North West,31008,Oyo,OY,GRID,Swift Response Squad,3.88103550628364,7.38898207616194
637,09b92dd1-8735-4f77-bc15-6c893781dd0e,2536,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yemetu,OYSIBN12,Ibadan North,31006,Oyo,OY,GRID,Yemeni Police Station,3.90731336102283,7.39628329234012
638,71a8ea77-da2c-4b5a-8b93-1fcef4ba4a12,2441,2/2/2018 12:00:00 AM,najib.adam, ,Ago Iwoye 1,OGSIUN01,Ijebu North,28009,Ogun,OG,GRID,Mini Campus Police Post,3.90389909926409,6.95007078084188
639,2e81a95b-1360-455e-8160-5ca16ce46078,2440,2/2/2018 12:00:00 AM,najib.adam, ,Ago Iwoye 1,OGSIUN01,Ijebu North,28009,Ogun,OG,GRID,Abobi Police Station,3.92373514795878,6.93635739667656
640,076000fe-5166-4dd1-b7ce-1cbae081cd8a,2439,2/2/2018 12:00:00 AM,najib.adam, ,Obada,OGSIUN06,Ijebu North,28009,Ogun,OG,GRID,Top On Police Station,3.98806651915459,6.95520971115928
641,b1c8154f-d79b-4393-985d-6828985fd017,2437,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Muri C,TRSKLD11,Karim Lamido,35008,Taraba,TA,GRID,Police Station Outpost Didango Old Muri,11.0379083332031,9.15869453472504
642,113bafb8-e233-4dd2-9ecf-48446bf19823,2535,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akeetan,OYSOWT02,Oyo West,31030,Oyo,OY,GRID,Durbar Police Station Oyo,3.93674223966269,7.83435274578267
643,a41190c0-5bc9-4ebe-9d78-cc72d956481d,2534,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Akanran,OYSONA02,Ona Ara,31026,Oyo,OY,GRID,Nigeria Police Station Akanran Head Quarters,4.02547612012688,7.27995946785518
644,a327b32f-c598-4f0e-bc7a-597a63044aa0,2533,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,GRID,Agodi Gate Police Station,3.91991166679003,7.39657833292375
645,22c3cc3c-4355-48b9-827a-b78dd45caa91,2532,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agodi,OYSIBN03,Ibadan North,31006,Oyo,OY,GRID,Idi Ogungun Police Station,3.91798499970804,7.39518217231944
646,4ec4721a-b05a-4c62-bd94-015ac00b8255,2530,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijaye,OYSAKE04,Akinyele,31002,Oyo,OY,GRID,Ijaye Police Station,3.84953008224755,7.6292861195588
647,78d29286-c554-4fa2-9b14-2b7b484ac7fb,2529,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apete,OYSIDO03,Ido,31014,Oyo,OY,GRID,Nigeria Security And Civil Defense Corps,3.85890719900806,7.45060326482889
648,53fc1764-a2d2-480f-880f-80864e1b5be1,2528,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ogidigbo,OYSSWT09,Saki West,31032,Oyo,OY,GRID,Saki Divisional Police Station,3.21958829986022,8.65075000031231
649,6e4a4c64-6761-4125-b37e-b3c3cd48f7ef,2524,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijio / Ayegun,OYSIJA05,Iwajowa,31018,Oyo,OY,GRID,B Dept Mounted Troop Okooko Outpost,2.89025781394702,7.86793493105228
650,44cac6b3-eba0-4e0a-b354-e072d8791204,2523,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikoyi Ile,OYSOIE06,Ori Ire,31028,Oyo,OY,GRID,Ikoyi Police Station Headquarters,4.17591325689136,8.24516450164049
651,b74a0eab-67de-4131-aa5f-a3e24f9c96a6,2522,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Basorun,OYSINE05,Ibadan North East,31007,Oyo,OY,GRID,Testing Ground Police Station,3.92916718621672,7.40321117475594
652,006f28f4-c187-482f-a4ab-ad9d17816974,2520,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Old Bodija,OYSIBN08,Ibadan North,31006,Oyo,OY,GRID,Housing Police Station,3.90189613369967,7.41921165269565
653,4427ebc6-bd57-40c1-a16b-6bc597a53117,2519,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ita-Ege,OYSISE05,Ibadan South East,31009,Oyo,OY,GRID,The Nigerian Police Division Headquarters Idi Aro,3.90475393364716,7.36806607928617
654,e4ef5b04-1f4c-4432-bf26-43bc16cb9da7,2518,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bashorun,OYSIBN04,Ibadan North,31006,Oyo,OY,GRID,Ikolaba Police Station,3.91693665280434,7.41570837424212
655,74520ad7-ac75-42f2-9093-f0de5f1df77b,2517,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olorunda 1,OYSLAU07,Lagelu,31020,Oyo,OY,GRID,Akobo Division,3.9431493714464,7.4335144678185
656,3fa2b34e-f06e-4ba0-95cb-d924b1ed5581,2516,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isemi Ile / Ilua,OYSKAA07,Kajola,31019,Oyo,OY,GRID,Ifelodun Police Post Isemi Ile,3.37092237726597,7.99351288281332
657,3d9da7e2-a914-472d-ab8d-da6ec47dad5b,2515,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Ado / Liberty,OYSISW09,Ibadan South West,31010,Oyo,OY,GRID,Joyce B Police Post,3.86756110076425,7.36917107898216
658,cbc3c4b2-2595-4a29-9411-55b9f223f1e6,2514,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sango,OYSIBN11,Ibadan North,31006,Oyo,OY,GRID,Ijokodo Police Station,3.88128997215455,7.42289219921565
659,a5625513-58a3-4783-944d-31b50aabce0a,2513,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bashorun,OYSIBN04,Ibadan North,31006,Oyo,OY,GRID,Oluwo Nla Police Station,3.92985717217078,7.41558726793812
660,a94eccb3-58ae-4700-84d6-94d7c56b0a2d,2512,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Yidi,OYSSET11,Saki East,31031,Oyo,OY,GRID,Station Araromi Ogunsipe,3.70922501971893,8.70929666141183
661,7ba54a0c-38b5-4117-9f19-b4ae8e87bf95,2511,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isia,OYSKAA08,Kajola,31019,Oyo,OY,GRID,Police Station,3.3548027049809,8.03266064217496
662,9c01800a-6262-40c5-9ed6-98663344147c,2510,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Monatan / Iyanachurch,OYSLAU05,Lagelu,31020,Oyo,OY,GRID,Jonku Police Station,3.94535166724569,7.41624499970703
663,a0ec9e0c-77dc-4775-9bf6-dcf2eb4b77c4,2509,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alakia,OYSEGA02,Egbeda,31005,Oyo,OY,GRID,The Nigerian Police Station Kobolese Idi Osan,3.94681167971527,7.37802455019289
664,9f67e2ea-2fbe-4ec7-902e-cd597dbc909a,2508,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajegunle,OYSSWT03,Saki West,31032,Oyo,OY,GRID,Nigeria Police Area Command Office Saki,3.40643631978037,8.65216699640979
665,3b6cd426-50e7-4ea4-9246-1e148a150c57,2507,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Elero,OYSKAA02,Kajola,31019,Oyo,OY,GRID,Nigeria Police Force Divisional Headquarters Ilero,3.34952166739106,8.08937333291306
666,f0da52c1-65cc-491f-b0e7-24b330038eaf,2506,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ipapo,OYSIWU03,Itesiwaju,31017,Oyo,OY,GRID,Ipapo House Police Station,3.50756156121713,8.12101292230858
667,9ed014d1-e4e0-4025-a827-d5fe60306bde,2505,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Oro,OYSSWT10,Saki West,31032,Oyo,OY,GRID,Nigeria Police Force Divisional Headquarter Saki,3.39605131931296,8.67129691811834
668,ca20dd35-f79c-4c10-b643-445d56130d7b,2577,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yelwa East,PLSSHD18,Shendam,32016,Plateau,PL,GRID,Yelwa Police Station,9.65911166716973,8.81137666719945
669,724a4e53-8725-44fa-8885-f540d01c09e5,2527,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojoo,OYSAKE09,Akinyele,31002,Oyo,OY,GRID,Ojoo Police Station,3.91219338012047,7.46801674137959
670,a5e73469-63ab-4ef9-9328-680ad12a93a2,2526,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojoo,OYSAKE09,Akinyele,31002,Oyo,OY,GRID,Orogun Police Station,3.91443723988675,7.45537114835986
671,3694ba7f-89ad-4fe5-8527-15293454197d,2486,2/2/2018 12:00:00 AM,najib.adam, ,Iwoye,OGSION08,Imeko Afon,28013,Ogun,OG,GRID,Police Post Iwoye Ketu,2.74335109987339,7.56577540041445
672,551e1211-0b58-4668-b1b8-6457cbda8aa4,2436,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idumoyingbo,LASLID08,Lagos Island,25020,Lagos,LA,GRID,Ebute Ero Police Station,3.38646195355636,6.46425444128948
673,e63c2e17-a2d7-4ca7-9d89-31117a57baa3,2435,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilamoshe,LASOIO12,Oshodi/Isolo,25016,Lagos,LA,GRID,Area A West Airport Command HQ,3.32059660514926,6.56155431118259
674,4f4228c6-995b-4870-aa60-d91314d10286,2432,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ibrahim Katsina,PLSJJN07,Jos North,32005,Plateau,PL,GRID,C Divisional Police Head Quarter Jos The Nigerian Police Force Masallacin Jummaa,8.88888829995511,9.92705169987607
675,d5bfa94d-a508-4f9a-baaa-07d603f84bf5,2934,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bali A,TRSBAL01,Bali,35002,Taraba,TA,GRID,Police Station 4,10.9681950897316,7.85644867836385
676,306a735a-6cdf-483f-91a2-de1d54372030,3246,2/2/2018 12:00:00 AM,najib.adam, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,GRID,Police Station Idofa,2.82751474890659,7.446656113389
677,2b22d111-5fe8-4f55-9613-b4a600499c03,2774,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iba 1,OSSIDN05,Ifelodun,30016,Osun,OS,GRID,Iba Police Station,4.70682333323032,7.96593166671312
678,13f8d502-c1e0-4d0d-8454-7c91bc4592ab,2769,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikeji Ira,OSSOIE08,Oriade,30028,Osun,OS,GRID,Ikeji Ile Police Station,4.92413333338669,7.48533999974126
679,48665792-3cab-464d-9e3c-f42bac7f12f6,2768,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Aree,OSSBOE08,Boripe,30006,Osun,OS,GRID,Police Station Iree,4.72745166666112,7.93850833289332
680,eb31c24a-e4cc-4c3b-8772-95276bca768c,2767,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isarun / Owena,ODSIDE10,Ifedore,29009,Ondo,ON,GRID,Owena Police Station,5.00868833320004,7.40023333330174
681,c921021b-8a73-42df-a0ce-a0e5f7fb8a53,2766,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igangan,OSSAME05,Atakunmosa East,30003,Osun,OS,GRID,The Nigeria Police Ajido,4.76238499966803,7.46383666732839
682,34d64357-8440-49d6-98d4-93b900de96d8,2764,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oba-Oke,OSSOLA05,Olorunda,30027,Osun,OS,GRID,Dagjolu Ataoja Police Post,4.60725499991838,7.84784500014666
683,b4a6762f-4b69-4ca2-ac56-8c8f8dfdfe9c,2763,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajiya,GMSGME01,Gombe,16006,Gombe,GO,GRID,State Headquarters Nigerian Police Force,11.1409433299708,10.290824999774
684,b70b1c36-3e3e-4f53-91c2-4ab7f318b043,2762,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yitlaar,PLSQAP20,Qua'An Pan,32014,Plateau,PL,GRID,Quan An Pan Police Station,9.25647000029034,8.94167169978914
685,730267a9-dbdf-4b12-956d-8ba3115111ba,2761,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Vandapuye,PLSJJN20,Jos North,32005,Plateau,PL,GRID,Jos Main Market Police Station,8.89059666740235,9.92068166692542
686,0cfd5fc0-c49c-4472-ab7d-f876c8c5fbd8,2760,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Naraguta B,PLSJJN15,Jos North,32005,Plateau,PL,GRID,Nasarawa Gwang Division,8.90057499983641,9.93019000016841
687,3e17252d-548b-4ee1-bf2f-06e03023cde7,2759,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Jarawa Kogi A,PLSANW10,Jos East,32004,Plateau,PL,GRID,Angware Division Head Quarter,9.10584670026503,9.99027669990983
688,36ea50e6-773a-444a-ab2d-eb1334ed45d8,2758,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Giring,PLSBUU06,Jos South,32006,Plateau,PL,GRID,The Nigerian Police Divisional Headquarters Anglo Jos,8.88149833328151,9.87308833286033
689,19b4e04b-e30f-4fa9-a157-8b11192f9b98,2757,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Luukwu,PLSQAP16,Qua'An Pan,32014,Plateau,PL,GRID,Bakin Chiyawa Police Post,9.2900266672969,8.61182166743606
690,ebe2cd5f-d4ed-4968-8be9-fd139e928321,2755,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Laha / Ajana,OYSIRO10,Irepo,31015,Oyo,OY,GRID,The Divisional Headquarter,3.84857161988441,9.08293499985041
691,7022f98a-7b07-4788-8e77-03993169024b,2754,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Ola,OYSISN11,Iseyin,31016,Oyo,OY,GRID,Nigeria Civil Defence Corps,3.5723805322358,7.98354006861933
692,bba7145b-d774-4b11-ad6a-cbf1721ac0b2,2753,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Alakia,OYSEGA02,Egbeda,31005,Oyo,OY,GRID,Air Force Police Station,3.96987170801299,7.38901841506782
693,3fc061da-8cbb-4d64-9204-7d4dd7407514,2752,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iseke,OYSOWT04,Oyo West,31030,Oyo,OY,GRID,Ojongbodu Police Station,3.90903222715559,7.8500304651339
694,7604cda2-33fb-411d-9242-eff75e09791b,2751,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke Ola,OYSISN11,Iseyin,31016,Oyo,OY,GRID,Iseyin Police Station,3.60726105165628,7.96631439929013
695,b9c8d17c-e55e-471b-8efb-83b1ffc59741,2750,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olorunda,OYSOIE08,Ori Ire,31028,Oyo,OY,GRID,The Nigeria Police Divisional Headquarters Otte,4.3813122401678,8.3116243172085
696,3db7db53-4cb4-4129-b3a9-faab5aa46038,2749,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onipe,OYSOYE09,Oluyole,31025,Oyo,OY,GRID,The Nigeria Police Idi Ayunre Division,3.85816625656753,7.24058784205533
697,acc492a1-0bf1-4f67-bdcd-617086b1ca4a,2748,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onipe,OYSOYE09,Oluyole,31025,Oyo,OY,GRID,The Nigeria Police Station Toll Gate Ibadan,3.87358342883221,7.32167184368069
698,73f70f61-7447-443e-a2ea-dfc2df81814a,2747,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Imini / Abanti,OYSAFO09,Afijio,31001,Oyo,OY,GRID,Alaseyori Police Station,3.80424719914896,7.63876065627932
699,0fd30a8e-c0a1-4d7d-b5ea-88186e8e5361,2746,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igbole,OYSICL03,Ibarapa Central,31011,Oyo,OY,GRID,Onimangoro Police Station,3.29984322368585,7.44008128412401
700,ff71d4a2-cba0-40f6-af35-0a7b59bf4a5a,2745,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okeserin,OYSICL08,Ibarapa Central,31011,Oyo,OY,GRID,Igboora Police Station,3.28710825873918,7.43680549907458
701,db13018e-a1c0-4e3f-b7c6-b0a37d7ca494,2744,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isale Togun,OYSIBE04,Ibarapa East,31012,Oyo,OY,GRID,The Nigeria Police Force Divisional Headquarter Lanlate,3.44946680315047,7.60652286933498
