FID,globalid,uniq_id,timestamp,editor,scdy_edtor,wardname,wardcode,lganame,lgacode,statename,statecode,source,plc_st_nam,x,y
221,12f85d11-ca15-45bf-bb29-45541d78cbe5,3027,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Jinadu Aiyetoro,LASSUE13,Surulere,25018,Lagos,LA,GRID,F SARS Annex Bode Thomas,3.34861267043846,6.49267746059638
222,21811f2c-8fff-4093-8e2b-4f69cf51b282,3026,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iwerekun 2,LASIUI05,Ibeju Lekki,25009,Lagos,LA,GRID,Elemoro Police Station,3.75514334309088,6.47527720228112
223,848f0864-14b2-4b38-9cd5-9c7282c8d707,3025,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ira,LASOJO08,Ojo,25015,Lagos,LA,GRID,Onireke Police Station,3.22943320258031,6.4595194585562
224,4879ed01-299e-4c15-b677-13b194ab1071,2493,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Umuoghara 2,EBSEBJ15,Ezza North,11005,Ebonyi,EB,GRID,Ezza North Council Police Post Ebiaji,7.99618333329425,6.22457166664913
225,6a029383-e6da-4b23-88a0-b9eb0e0776e6,2492,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onueke,EBSNKE18,Ezza South,11006,Ebonyi,EB,GRID,Anticrim Patrol Base Onunworie Onueke,8.02843166658818,6.1712283327214
226,823e51b1-b5bc-4658-ac37-319057ac6290,3024,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Jinadu Aiyetoro,LASSUE13,Surulere,25018,Lagos,LA,GRID,Aguda Police Station,3.34094543558342,6.49338351563676
227,44cc989a-83bf-4fe2-b80b-2507550d4c44,3023,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ifelodun,LASAON07,Amuwo Odofin,25004,Lagos,LA,GRID,Area E Command Headquarters Festac Town,3.29458527888755,6.46202968582139
228,a05c6ec9-d3c6-4f7b-ab04-4d7f2bc43920,3022,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Odo,LASAMO31,Alimosho,25003,Lagos,LA,GRID,Aboru Police Station,3.28012167667407,6.63183133514804
229,f5102d60-efc0-42fd-9578-3988b812e9c8,3021,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilasan / Orile,LASEOA13,Eti Osa,25008,Lagos,LA,GRID,Ilasan Police Station,3.50311130923956,6.43348540192983
230,11c7fa58-a920-495c-82cd-1397d1fa9ac4,3020,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Idi-Araba,LASMUN05,Mushin,25014,Lagos,LA,GRID,Alakara Police Station,3.36369436320433,6.52173500826405
231,31ca308b-b620-418b-a8e4-80a780f8e7a5,3019,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iponri / Olaleye,LASLMD11,Lagos Mainland,25019,Lagos,LA,GRID,Nigerian Railway Hospital Police Station,3.37601499969253,6.49779999987015
232,41644232-ecae-49b9-a204-600f27c107e9,3018,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abosan,LASIKU01,Ikorodu,25012,Lagos,LA,GRID,Nichemtex Police Station,3.48245600334195,6.57014421358463
233,db2ad0a2-71d2-45cb-bbc5-2e809b4b3fa6,3017,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilogbo- Elegba,LASOJO07,Ojo,25015,Lagos,LA,GRID,Shibiri Ekunpa Police Station,3.13729712925914,6.45986067213238
234,3285feea-7fc6-4857-aeba-a254a0bed30b,2983,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Onilekere,LASIKA13,Ikeja,25011,Lagos,LA,GRID,Onipetesi Police Post,3.32382895294387,6.60538856003404
235,906cce39-d6a6-4ca4-9412-5872965d35eb,2982,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Shogunle,LASOIO20,Oshodi/Isolo,25016,Lagos,LA,GRID,Shogunle Police Station,3.34023753873146,6.57642973814194
236,6d43c2f8-0e8e-4fa8-b837-52496ae8e81c,2981,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ira,LASOJO08,Ojo,25015,Lagos,LA,GRID,Tedi Town Plover Station,3.2265556885942,6.44527397881114
237,be72e8ba-e972-4d29-8070-5ed7b1c695fe,2980,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbala /  Lasunwon,LASIKU03,Ikorodu,25012,Lagos,LA,GRID,Industrial Police Post,3.53533843921764,6.67916760520086
238,66228a0f-bf67-4c22-a89c-2131b3263bd0,2979,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Gbethrome,LASBDY10,Badagry,25006,Lagos,LA,GRID,Seme Police Station,2.72884845988858,6.38418885713008
239,9c44fd72-b0c8-41aa-a5b9-1aa10fa02354,2977,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olugbokere / Abomiti,LASEPE16,Epe,25007,Lagos,LA,GRID,Police Station 9,4.2119474608067,6.41714752174079
240,174cdab0-438c-4041-8e47-8a04eb122e53,2976,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ilamoshe,LASOIO12,Oshodi/Isolo,25016,Lagos,LA,GRID,Airport Police Command,3.32023000011446,6.56512666656243
241,b03decba-dde3-40ff-9c0e-1796413fa654,2975,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Iwerekun 1,LASIUI04,Ibeju Lekki,25009,Lagos,LA,GRID,Abijo Police Station,3.66614728596852,6.45294594320075
242,77c671a9-9dfc-4d49-ab02-154deb3156ac,2974,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Omoku 2,RVSRGM11,Ogba/Egbema/Ndoni,33016,Rivers,RI,GRID,Obie Police Station Obie Community,6.67568933689341,5.39114853887401
243,7a6d7646-2b1c-4213-82cc-f243be345066,2973,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ndeaboh,ENSDBR08,Aninri,14001,Enugu,EN,GRID,Nigeria Police Ndeaboh Aninri LGA,7.5786380124344,6.03436702341946
244,279b3388-96f1-4a20-bf56-4c2ca0df963a,2971,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Eha Amufu 3,ENSKEM03,Isi-Uzo,14010,Enugu,EN,GRID,Ihe Enyi Old Police Post,7.75866109803133,6.67359468005048
245,e58bca41-8dbb-47c5-80c3-417bf3c04078,2970,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mpu,ENSDBR07,Aninri,14001,Enugu,EN,GRID,Police Quarter Mpu,7.64824182819785,5.98660833280837
246,d33607e8-c558-4e9c-b829-48af1b63b4a9,2969,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mpu,ENSDBR07,Aninri,14001,Enugu,EN,GRID,The Nigeria Police Post Mpu,7.64862371900949,5.98618249662496
247,d6d8b3aa-b16a-43f2-b1e3-2ec58f46af16,2965,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ngwo Uno,ENSUDD11,Udi,14016,Enugu,EN,GRID,9th Mile Police Station,7.40712784007781,6.42493310288046
248,257d7587-4b82-4a9d-ad65-6e2b4f794f33,2964,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Egede / Umoka,ENSUDD07,Udi,14016,Enugu,EN,GRID,Umuoka Police Station,7.38485666740132,6.62513833316757
249,de3717c2-5bf4-4d0e-b0b1-d6925e32a09c,2963,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sintali A,TRSJAL06,Jalingo,35007,Taraba,TA,GRID,The Nigeria Police Force Jalingo,11.364525742569,8.89433964665744
250,32eb126a-fd52-44ed-924e-e7403dd36d60,2962,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odo Esa,OGSIUE08,Ijebu Ode,28011,Ogun,OG,GRID,Police Station,3.94361166704482,6.79070500033555
251,4c392825-08ac-4d06-9c45-3ae054016ea9,2961,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bolari West,GMSGME04,Gombe,16006,Gombe,GO,GRID,Divisional Police Station Pantami,11.1694866695742,10.2748699996508
252,688bed74-5453-4613-a544-f846605248a6,2960,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Jekadafari,GMSGME07,Gombe,16006,Gombe,GO,GRID,Gombe Divisional Police Station,11.1671450004415,10.2903549996835
253,0cd4017b-a09b-4e73-ab76-b117d949a9e5,2958,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Didan,TRSKRM08,Kurmi,35009,Taraba,TA,GRID,Kashimbila Police Station,10.5449002447505,7.32866981206223
254,3ca3c675-6d15-4d48-83ea-d60febaa2070,2957,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Serti A,TRSGKA09,Gashaka,35004,Taraba,TA,GRID,Police Station Alingora Ward,11.3517803589764,7.49737497917198
255,1c12d792-f8b8-4b66-8b3a-0c35c06348f9,2955,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kashimbila,TRSTTM06,Takum,35012,Taraba,TA,GRID,Police Station Didan,9.67239369241503,6.87234497723898
256,294eed0d-a02d-4870-8cf6-6fe124d1e4d3,2954,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kabri,TRSSDA03,Sardauna,35011,Taraba,TA,GRID,Police Station 38,11.4221509511056,6.57826616005531
257,f9b2ec8d-bde4-49e1-8c11-fded291b08f4,2953,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mutum Biyu B,TRSGAS04,Gassol,35005,Taraba,TA,GRID,Juro Mamu,10.7820516670508,8.64122166704635
258,55c9d23a-97c9-46d2-8520-0e1e7db85b7c,2952,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Wuro Jam,TRSGAS10,Gassol,35005,Taraba,TA,GRID,Sansani Police Station,10.19251166678,8.43098000002703
259,e9759f50-3068-4258-b29b-db088af8bf88,2951,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Chanchangi,TRSTTM02,Takum,35012,Taraba,TA,GRID,Nigerian Police Station Kuffai Ahmadu,9.94331699038685,7.39534388930912
260,cc3e39d6-2c59-4212-8d0a-5d41eea72f66,2950,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Didan,TRSKRM08,Kurmi,35009,Taraba,TA,GRID,Nigeria Police Force Out Post Danbeki,10.5725164984377,7.31761626278035
261,8790eab6-a4b6-4783-ac32-18053641ce43,2949,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takalafiya,TRSBAL11,Bali,35002,Taraba,TA,GRID,Wurbo Police Station,10.8251082784244,8.01026175497606
262,b1406d8b-2d3f-4486-911c-ceacb56eb0ae,2948,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kona,TRSJAL03,Jalingo,35007,Taraba,TA,GRID,Kona Police Station,11.3294754374415,8.97863213616421
263,1e01211b-dc50-4697-8d02-febad0c46240,2462,2/2/2018 12:00:00 AM,najib.adam, ,Ibogun,OGSIFO04,Ifo,28007,Ogun,OG,GRID,The Nigeria Police Divisional Headquarters Ibogun Olagun,3.12320149275473,6.83453904324227
264,1ac92a60-c1a5-441b-aa97-25befea0d9ef,2461,2/2/2018 12:00:00 AM,najib.adam, ,Ibara 1,OGSABS05,Abeokuta South,28002,Ogun,OG,GRID,Ibara Gra Police Post Ibara Housing,3.34091666717052,7.12285666670186
265,41b76b82-7295-42d4-81f2-7feb9f3ba453,2460,2/2/2018 12:00:00 AM,najib.adam, ,Itori,OGSEWO05,Ewekoro,28006,Ogun,OG,GRID,Proposed Police Post,3.24334247077843,6.93231910434326
266,ff3b0bbb-64a5-4cca-9868-5ba7d9852fc1,2947,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Wuryo,TRSGAS11,Gassol,35005,Taraba,TA,GRID,Garwa Police Post,10.6281950002991,8.27872833264649
267,37082623-442b-4417-a8a9-26d4f9ba5c10,2946,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kabri,TRSSDA03,Sardauna,35011,Taraba,TA,GRID,The Nigeria Police Force Kara Out Station,11.3642133333787,6.7289400001809
268,310d61e5-6e9f-461b-817b-2115f94387ac,2945,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Wuro Jam,TRSGAS10,Gassol,35005,Taraba,TA,GRID,Gwiwan Kogi Police Station,10.0688964673981,8.25522197171665
269,1b61cf0f-4b7f-446c-ab16-8a21b50785d8,2944,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Shibong,TRSTTM09,Takum,35012,Taraba,TA,GRID,Police Post Shibong,9.85211425866618,6.86424273941094
270,c336ec99-066e-4df9-bbc2-af2f393143a9,2943,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Nyido-Tosso,TRSKRM10,Kurmi,35009,Taraba,TA,GRID,Nyido Police Station,10.285412056821,7.17822920391467
271,4079f7e2-0a6d-4a8c-832f-4a4da9a5da6a,2942,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kabri,TRSSDA03,Sardauna,35011,Taraba,TA,GRID,Mayo Dulle Police Station,11.4630062577327,6.64631271785771
272,0943f3b5-79f7-4047-b8e4-a2cec03f2391,2941,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Yerima,TRSGAS12,Gassol,35005,Taraba,TA,GRID,Yerima Police Station,10.5788974032926,8.44841364927055
273,5cb87061-dc14-4e5a-9ad3-a3a98dd01706,2940,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mayo-Ndaga,TRSSDA06,Sardauna,35011,Taraba,TA,GRID,Mayo Ndaga Police Station,11.4334199401782,6.91568145583454
274,4c952741-f629-4ce2-87a2-37508f9dc2f6,2939,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Takalafiya,TRSBAL11,Bali,35002,Taraba,TA,GRID,Jatau Police Station,10.6535118017283,7.90469602370257
275,7f0bc6b2-fa14-4bbd-bd31-a371211d1b54,2937,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kabri,TRSSDA03,Sardauna,35011,Taraba,TA,GRID,Nigeria Police Kabri Song Barki,11.4238951349525,6.69531366269541
276,02b948c2-91d2-442c-a5f7-f88b1a777931,2936,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tutare,TRSGAS09,Gassol,35005,Taraba,TA,GRID,Chindo Bako Adamu,10.7192869517315,8.57538909892781
277,6e8cdd2f-4819-4965-a66b-7e6d0caf7202,2935,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ashuku,TRSKRM04,Kurmi,35009,Taraba,TA,GRID,Eneme Police Out Post,10.6507656912837,7.1008706006977
278,41a6cded-a584-4f6a-b7a2-ce7ba6d96e08,2933,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Mbamnga,TRSSDA07,Sardauna,35011,Taraba,TA,GRID,Lip Police Post,11.1503977182801,6.5110044603876
279,469b765a-8637-45b4-b528-c0bf3a168503,2932,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ashuku,TRSKRM04,Kurmi,35009,Taraba,TA,GRID,Police Out Post Ashuku,10.6778683331571,7.14280166736313
280,c64780dd-5c53-4b23-9dbb-aed2a34c8602,2931,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Malale,NISNBS05,Borgu,27004,Niger,NI,GRID,Malale Police Out Post,4.4936098430199,10.0701324992155
281,5d51db25-d4f3-4dbe-82cb-d53005baeba9,2930,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Paiko,NISPAK09,Paikoro,27019,Niger,NI,GRID,Paiko Police Station,6.64216333317131,9.43081833319957
282,d7eb166e-d845-4200-bb4a-9f27425414bf,2929,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Bangi,NISBMG01,Mariga,27015,Niger,NI,GRID,Bangi Police Station,5.81763050024745,10.8245531997704
283,254a95b1-5e45-4320-9507-3a75607c851d,2928,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Adono,NISPAK01,Paikoro,27019,Niger,NI,GRID,Beni Police Station,7.19073167342805,9.64953052391462
284,b0d1546e-e830-46d9-bab2-26fc184154f7,2927,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Rokota,NISENG09,Edati,27007,Niger,NI,GRID,Kpanbo Police Out Post,5.42471190043392,9.06272389968825
285,77b47252-7834-4447-973c-e57c872f1c0b,2926,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kwakuti,NISPAK08,Paikoro,27019,Niger,NI,GRID,Far Doki Police Station,6.83822330036509,9.39594999959286
286,54c42a25-e5e7-4aac-a9a4-4f752206e235,2925,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Dukku,NISRJA03,Rijau,27021,Niger,NI,GRID,Dukku Central Police Station,4.90563390028433,11.2350887999082
287,c8d5a8b3-06d8-4946-8e98-95ea35e6ac47,2924,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Sari,LASAPA12,Apapa,25005,Lagos,LA,GRID,Orile Police Stationsari Iganmu,3.34586832536297,6.47817897008343
288,2f5ab920-3916-46be-8a44-e24260f08d8f,2923,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oguntade / Bameke,LASAMO30,Alimosho,25003,Lagos,LA,GRID,Shasha,3.30208732986642,6.58951623009
289,2a13a13e-ea6c-48d4-9528-a9968eda47f9,2922,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Victoria Island,LASEOA20,Eti Osa,25008,Lagos,LA,GRID,NPF Divisional HQ Victoria Island,3.41167802821849,6.42290379617333
290,7e6c9a10-1611-4406-8733-4f769084cb5d,2921,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ikate / Lekki,LASEOA10,Eti Osa,25008,Lagos,LA,GRID,Maruwa Police Station,3.4689930722725,6.4332273819382
291,be72bb7d-ffb5-4fa5-aa9c-6f5fec5b58cf,2920,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Araromi-Ale,LASBDY08,Badagry,25006,Lagos,LA,GRID,Morogbo Police Station,3.08367629962157,6.4948718063888
292,6f6bd55b-48f2-49a2-83d9-7afbbd42b237,2919,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okokomaiko,LASOJO12,Ojo,25015,Lagos,LA,GRID,New Layout Police Station,3.19480115235137,6.47008810598135
293,2cd956f0-9bcf-4f5f-ab77-3b33ad24fc4e,2918,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Olowogbowo,LASLID15,Lagos Island,25020,Lagos,LA,GRID,Marina Leventis Police Station,3.38048015703367,6.45547462365499
294,971cacf7-3fa5-4f88-8816-3b59c6c5c1cb,2917,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odo Eran / Ogunlana,LASMUN13,Mushin,25014,Lagos,LA,GRID,Cele Police Post Itire,3.32438568095444,6.50602446725543
295,5bc02d36-e90c-4609-b603-9595e3085282,2916,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Owutu,LASIKU28,Ikorodu,25012,Lagos,LA,GRID,Owutu Police Station,3.48057646613108,6.64062664090682
296,1ab483b5-13d3-47ad-90a2-88b454d3721d,2915,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojodu,LASIKA08,Ikeja,25011,Lagos,LA,GRID,Ojodu Police Station,3.35829253767054,6.64015900693266
297,70853bdf-0b9e-4dde-b425-0ea79a427910,2914,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojo Town,LASOJO11,Ojo,25015,Lagos,LA,GRID,NPF Divisional HQ Ojo,3.20576043559566,6.45659698116577
298,bd8148ee-d000-4cf2-8ad2-fcfd2a51208d,2913,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Apa,LASBDY06,Badagry,25006,Lagos,LA,GRID,Apa Police Station,2.81485269559545,6.42973763468416
299,5bd4e708-0413-4afd-8a27-b8e5ce3ca692,2912,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijegun,LASAON08,Amuwo Odofin,25004,Lagos,LA,GRID,Area L Police Command Headquarters,3.27290664072893,6.45400015728148
300,f348393d-4e17-4c6a-9377-25f5a6e37d48,2911,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kuje,LASAON12,Amuwo Odofin,25004,Lagos,LA,GRID,Police Station 78,3.29316557762934,6.45864138569146
301,fbdf2d0b-1c9f-408d-93f0-f1b6eb9a2343,2910,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Oke-Oyinbo /  Aiyetoro,LASIKU25,Ikorodu,25012,Lagos,LA,GRID,Area N Command Ijede Police Station,3.58901636141599,6.56621792281891
302,51a1460d-8870-4588-9084-f68476154213,2909,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijegun,LASAON08,Amuwo Odofin,25004,Lagos,LA,GRID,Satellite Police Post,3.27066989460002,6.44906346380787
303,9a7a55fc-b5ef-4cd4-bfa7-78e4888336c1,2458,2/2/2018 12:00:00 AM,najib.adam, ,Imodi,OGSOGU07,Odogbolu,28017,Ogun,OG,GRID,Imodi Imosan Police Post,3.88595833311064,6.86580999963184
304,f38f6281-7537-4b26-8bcc-36329d955c36,2457,2/2/2018 12:00:00 AM,najib.adam, ,Odo-Egbo / Oliworo,OGSIUE09,Ijebu Ode,28011,Ogun,OG,GRID,The Nigerian Police Station Etitale,3.92043868209953,6.81920894243876
305,3350a3f6-0254-4c7a-9333-04039a14f26a,2456,2/2/2018 12:00:00 AM,najib.adam, ,Molokiki,OGSOBE07,Obafemi Owode,28015,Ogun,OG,GRID,Iro Police Station,3.3658430045511,6.88007101426592
306,641501ea-ad09-4fb0-b1de-cdf3288f354e,2908,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Seriki-Aro,LASIKA17,Ikeja,25011,Lagos,LA,GRID,Eleruwa Police Stationwemabod Estate,3.34014166740405,6.60479999962035
307,9e97f76c-f024-4847-b5c9-1d3cffed79b2,2907,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ejirin / Ketu,LASEPE07,Epe,25007,Lagos,LA,GRID,Ketu Ereyun Police Post,3.87585290039107,6.63739309971186
308,855af846-d458-4abe-a4cb-88eb80446fa6,2906,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Odoragunsin,LASEPE15,Epe,25007,Lagos,LA,GRID,Eredo Police Station,3.98916826600271,6.64821562575059
309,107c1943-a126-41f7-b262-eb55de06cd75,2905,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Orimedu 1,LASIUI08,Ibeju Lekki,25009,Lagos,LA,GRID,NPF Mopol 49 Akodo Old Secteriat,3.93889576792537,6.43750021925973
310,3e4af346-eefc-4583-8ae2-3ef01bd0f899,2904,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okun Ajah / Okunmopo,LASEOA17,Eti Osa,25008,Lagos,LA,GRID,Ogombo Police Station,3.61163604656633,6.44866157027531
311,c5db8cb8-00f8-42a9-aaaa-85c93c41444c,2903,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ijanikin,LASOJO06,Ojo,25015,Lagos,LA,GRID,Ijanikin Divisional Police Station,3.12529148391491,6.49611514879513
312,206057c6-696a-4b88-ad01-c54e2a3df62c,3245,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,GRID,Agbara Police Station,3.09809484669984,6.50110697160949
313,7265a80f-70fd-46a9-a376-b1a68814ab5f,3244,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojodu / Isheri,OGSIFO08,Ifo,28007,Ogun,OG,GRID,Police Station,3.36897166680905,6.65154333315837
314,dd089ac7-c93a-4587-8ec0-337295d732c3,3243,2/2/2018 12:00:00 AM,najib.adam, ,Agbara,OGSADO03,Ado Odo/Ota,28003,Ogun,OG,GRID,Divisional Police Head Quarters Agbara,3.09811999983816,6.50100500018067
315,cd725f24-f39a-4178-81a3-62f7a006f381,3242,2/2/2018 12:00:00 AM,najib.adam, ,Ota 2,OGSADO14,Ado Odo/Ota,28003,Ogun,OG,GRID,Obasanjo Farm Police Station,3.20836499994482,6.68235666682676
316,f3502231-0dab-42e0-bf16-8b88457b8562,3241,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Samonda,OYSIBN10,Ibadan North,31006,Oyo,OY,GRID,Sango Police Station,3.89946062930466,7.42500894790464
317,47b03f59-36d5-4f53-9c65-3ad09151be87,3240,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tobalogbo,OYSICL10,Ibarapa Central,31011,Oyo,OY,GRID,Nigeria Police Idere,3.24814782186456,7.49356006134781
318,443106a6-5d8d-4d28-b05c-3f8c352a9576,3239,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Tarkwa Bay,LASEOA19,Eti Osa,25008,Lagos,LA,GRID,Police Station 44,3.39211685011259,6.40140992193039
319,56b0127f-e504-4dd4-92c8-9d98bd8da28b,3247,2/2/2018 12:00:00 AM,najib.adam, ,Imeko,OGSION07,Imeko Afon,28013,Ogun,OG,GRID,Police Divisional Headquarters Imeko Afon,2.83954166681451,7.43685666690169
320,187ab5fb-384a-4ee2-aeba-70848ac653f4,2902,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Makoko,LASLMD12,Lagos Mainland,25019,Lagos,LA,GRID,Makoko Police Post,3.38571489482661,6.49538731217478
321,990d79bb-2bb5-4838-836e-38c976364f40,2901,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Okobaba,LASLMD14,Lagos Mainland,25019,Lagos,LA,GRID,Okobaba Police Post,3.38913184106167,6.49049353434918
322,1a9b72c9-ee8a-4f7f-972d-164cce02b53b,2900,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ojo-Oniyun,LASLMD13,Lagos Mainland,25019,Lagos,LA,GRID,Odaliki Police Station,3.37778839441893,6.48406645740113
323,b0b264a1-33c6-4b88-a2dc-21cd914944be,2899,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Anifowoshe,LASIKA05,Ikeja,25011,Lagos,LA,GRID,Obafemi Awolowo Road Police Station,3.33693617786236,6.59578349031585
324,e2105d38-9fbd-4560-a3f8-d029d8c1b1d1,2898,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Ajao Estate,LASOIO04,Oshodi/Isolo,25016,Lagos,LA,GRID,Divisional Headquarters Ajao Estate,3.32285391787406,6.54901502612262
325,3575d029-3854-4cd0-8164-e22d5901b20c,2897,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Kirikiri and Environ,LASAON11,Amuwo Odofin,25004,Lagos,LA,GRID,NPF Kirikiri Police Post,3.31117849369258,6.44349902286166
326,b24568ec-e382-461c-8d38-870a9636b644,2896,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Abule Ijesha,LASLMD01,Lagos Mainland,25019,Lagos,LA,GRID,Basua Police Station,3.3763281238439,6.52709948495334
327,b9977235-5a24-46dc-a97b-7e587e6e75a7,2895,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri-Olofin,LASAMO28,Alimosho,25003,Lagos,LA,GRID,Idimu Police Station,3.28337559290935,6.57895196775917
328,cc7332f1-5893-4f55-8327-5d1a74da7cdb,2894,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Igando,LASAMO23,Alimosho,25003,Lagos,LA,GRID,Igando Police Station,3.23893419195946,6.55106485985544
329,608b31eb-f8dd-4e27-af19-766a333d7a72,2893,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isheri Oshun,LASAMO27,Alimosho,25003,Lagos,LA,GRID,Isheri Oshun Police Station,3.27806430212587,6.51645494823731
330,ec2a8db0-b0f7-4c1f-a80c-70b209af94a6,2892,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Aga / Ijomu,LASIKU02,Ikorodu,25012,Lagos,LA,GRID,Igbogbo Police Station,3.5134137960099,6.60849280120186
331,45045bee-c5a6-44d6-96aa-5e5ab137ba6a,2891,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Isale Oja,LASAGG05,Agege,25001,Lagos,LA,GRID,The Nigeria Police Force Dopemu Agege,3.31842037619947,6.61011491736957
332,297caa2b-72b7-4c59-a070-51a50a14ba6c,2890,2/2/2018 12:00:00 AM,racheal.olarewaju, ,Olusosun,LASIKA11,Ikeja,25011,Lagos,LA,GRID,Nigeria Police Olusosun Post,3.37334087008514,6.58682786061735
